time,Bx,By,Bz,BT
34.706,0.42,-7.68,14.94,16.80
34.726,0.42,-7.68,14.94,16.80
34.746,0.42,-7.68,14.94,16.80
34.768,0.48,-7.68,14.94,16.81
34.785,0.42,-7.68,14.88,16.75
34.806,0.42,-7.68,14.88,16.75
34.829,0.36,-7.68,14.82,16.70
34.851,0.36,-7.68,14.76,16.64
34.869,0.36,-7.68,14.76,16.64
34.892,0.30,-7.68,14.70,16.59
34.917,0.24,-7.68,14.70,16.59
34.932,0.12,-7.68,14.64,16.53
34.957,0.06,-7.68,14.64,16.53
34.972,0.00,-7.68,14.64,16.53
34.994,-0.12,-7.68,14.64,16.53
35.013,-0.18,-7.68,14.64,16.53
35.039,-0.30,-7.68,14.64,16.53
35.053,-0.30,-7.74,14.64,16.56
35.074,-0.30,-7.74,14.70,16.62
35.094,-0.30,-7.68,14.70,16.59
35.114,-0.30,-7.68,14.76,16.64
35.138,-0.30,-7.68,14.76,16.64
35.156,-0.36,-7.62,14.76,16.61
35.178,-0.30,-7.62,14.82,16.67
35.196,-0.30,-7.62,14.82,16.67
35.218,-0.30,-7.56,14.82,16.64
35.245,-0.24,-7.50,14.82,16.61
35.256,-0.24,-7.50,14.82,16.61
35.278,-0.18,-7.50,14.76,16.56
35.298,-0.12,-7.56,14.76,16.58
35.318,0.00,-7.62,14.76,16.61
35.347,0.00,-7.68,14.70,16.59
35.358,0.06,-7.80,14.70,16.64
35.378,0.06,-7.86,14.64,16.62
35.399,0.12,-7.92,14.64,16.65
35.419,0.18,-7.98,14.64,16.67
35.444,0.18,-7.98,14.64,16.67
35.465,0.24,-8.04,14.64,16.70
35.494,0.24,-7.98,14.64,16.68
35.505,0.24,-7.98,14.64,16.68
35.536,0.24,-7.92,14.64,16.65
35.551,0.30,-7.92,14.70,16.70
35.566,0.30,-7.92,14.82,16.81
35.587,0.36,-7.92,15.00,16.97
35.606,0.36,-7.98,15.18,17.15
35.626,0.36,-7.98,15.30,17.26
35.645,0.36,-7.98,15.48,17.42
35.666,0.36,-8.04,15.66,17.61
35.686,0.36,-7.98,15.84,17.74
35.706,0.36,-7.92,15.96,17.82
35.726,0.30,-7.86,15.96,17.79
35.748,0.24,-7.80,15.96,17.77
35.767,0.24,-7.74,16.02,17.79
35.788,0.24,-7.68,16.02,17.77
35.809,0.24,-7.62,16.02,17.74
35.828,0.24,-7.56,16.02,17.72
35.850,0.24,-7.56,16.02,17.72
35.873,0.24,-7.56,16.02,17.72
35.893,0.24,-7.56,16.02,17.72
35.917,0.24,-7.56,16.02,17.72
35.938,0.24,-7.56,16.02,17.72
35.955,0.24,-7.56,16.02,17.72
35.976,0.24,-7.56,15.96,17.66
35.996,0.24,-7.56,15.96,17.66
36.017,0.24,-7.56,15.96,17.66
36.043,0.24,-7.50,15.96,17.64
36.057,0.24,-7.50,15.96,17.64
36.079,0.24,-7.50,15.96,17.64
36.098,0.24,-7.50,15.90,17.58
36.120,0.24,-7.50,15.90,17.58
36.144,0.24,-7.50,15.78,17.47
36.164,0.24,-7.50,15.60,17.31
36.182,0.24,-7.50,15.48,17.20
36.204,0.24,-7.44,15.30,17.01
36.224,0.24,-7.44,15.12,16.85
36.245,0.24,-7.44,15.00,16.75
36.264,0.24,-7.38,14.88,16.61
36.285,0.24,-7.38,14.76,16.50
36.305,0.24,-7.32,14.70,16.42
36.326,0.24,-7.32,14.64,16.37
36.346,0.24,-7.32,14.64,16.37
36.366,0.24,-7.32,14.64,16.37
36.386,0.24,-7.32,14.64,16.37
36.406,0.24,-7.32,14.58,16.32
36.444,0.30,-7.32,14.52,16.26
36.447,0.30,-7.32,14.46,16.21
36.468,0.30,-7.32,14.40,16.16
36.489,0.24,-7.32,14.40,16.16
36.509,0.12,-7.32,14.40,16.15
36.531,0.06,-7.32,14.34,16.10
36.553,0.00,-7.32,14.28,16.05
36.569,-0.06,-7.38,14.28,16.07
36.589,-0.12,-7.50,14.28,16.13
36.611,-0.18,-7.62,14.22,16.13
36.644,-0.24,-7.86,14.22,16.25
36.650,-0.24,-7.98,14.16,16.26
36.672,-0.30,-8.16,14.16,16.35
36.691,-0.30,-8.28,14.16,16.41
36.711,-0.30,-8.46,14.16,16.50
36.745,-0.36,-8.58,14.16,16.56
36.757,-0.48,-8.58,14.16,16.56
36.778,-0.60,-8.52,14.16,16.54
36.798,-0.66,-8.40,14.10,16.43
36.819,-0.78,-8.28,14.16,16.42
36.853,-0.84,-8.28,14.16,16.42
36.856,-0.96,-8.28,14.16,16.43
36.877,-1.02,-8.28,14.16,16.43
36.902,-1.14,-8.28,14.16,16.44
36.918,-1.20,-8.28,14.16,16.45
36.940,-1.20,-8.28,14.16,16.45
36.962,-1.20,-8.34,14.22,16.53
36.985,-1.20,-8.40,14.16,16.51
37.003,-1.20,-8.34,14.16,16.48
37.023,-1.20,-8.28,14.16,16.45
37.045,-1.20,-8.22,14.16,16.42
37.064,-1.20,-8.16,14.16,16.39
37.086,-1.20,-8.10,14.16,16.36
37.106,-1.20,-8.10,14.10,16.31
37.137,-1.26,-8.04,14.10,16.28
37.147,-1.26,-8.04,14.10,16.28
37.168,-1.26,-7.98,14.04,16.20
37.189,-1.32,-7.98,14.04,16.20
37.208,-1.26,-7.92,13.98,16.12
37.244,-1.20,-7.86,13.98,16.08
37.248,-1.14,-7.68,13.98,15.99
37.269,-1.02,-7.56,13.98,15.93
37.289,-0.84,-7.44,13.98,15.86
37.310,-0.72,-7.32,13.98,15.80
37.333,-0.54,-7.20,13.98,15.73
37.355,-0.42,-7.14,13.98,15.70
37.374,-0.30,-7.08,13.98,15.67
37.394,-0.24,-7.02,13.98,15.65
37.417,-0.18,-7.02,13.98,15.64
37.436,-0.18,-7.08,13.98,15.67
37.461,-0.24,-7.02,13.98,15.65
37.474,-0.30,-7.02,13.98,15.65
37.495,-0.36,-7.02,13.98,15.65
37.515,-0.36,-6.96,13.98,15.62
37.536,-0.42,-6.96,13.98,15.62
37.560,-0.42,-6.96,13.98,15.62
37.579,-0.42,-6.90,13.98,15.60
37.598,-0.48,-6.90,13.98,15.60
37.618,-0.48,-6.90,13.98,15.60
37.643,-0.48,-6.96,13.98,15.62
37.663,-0.48,-7.02,13.98,15.65
37.686,-0.48,-7.02,13.98,15.65
37.706,-0.48,-7.08,13.98,15.68
37.743,-0.48,-7.14,13.98,15.71
37.750,-0.48,-7.20,13.98,15.73
37.769,-0.48,-7.20,13.98,15.73
37.789,-0.48,-7.20,13.98,15.73
37.810,-0.48,-7.20,13.98,15.73
37.835,-0.48,-7.20,14.04,15.79
37.860,-0.48,-7.26,14.04,15.81
37.879,-0.48,-7.26,14.10,15.87
37.898,-0.48,-7.32,14.10,15.89
37.920,-0.54,-7.38,14.10,15.92
37.938,-0.54,-7.44,14.16,16.00
37.961,-0.54,-7.50,14.16,16.03
37.980,-0.54,-7.56,14.16,16.06
38.003,-0.60,-7.62,14.16,16.09
38.019,-0.60,-7.68,14.16,16.12
38.036,-0.60,-7.68,14.16,16.12
38.061,-0.60,-7.68,14.16,16.12
38.080,-0.60,-7.68,14.22,16.17
38.098,-0.60,-7.68,14.22,16.17
38.119,-0.60,-7.68,14.28,16.23
38.139,-0.60,-7.68,14.28,16.23
38.167,-0.60,-7.68,14.28,16.23
38.179,-0.60,-7.68,14.34,16.28
38.201,-0.60,-7.68,14.34,16.28
38.220,-0.60,-7.68,14.34,16.28
38.240,-0.60,-7.68,14.34,16.28
38.260,-0.60,-7.68,14.34,16.28
38.285,-0.60,-7.68,14.34,16.28
38.304,-0.60,-7.68,14.34,16.28
38.323,-0.60,-7.68,14.34,16.28
38.346,-0.60,-7.68,14.34,16.28
38.365,-0.60,-7.68,14.34,16.28
38.386,-0.60,-7.68,14.34,16.28
38.406,-0.60,-7.68,14.34,16.28
38.441,-0.60,-7.68,14.28,16.23
38.450,-0.60,-7.68,14.28,16.23
38.466,-0.54,-7.68,14.28,16.22
38.487,-0.54,-7.68,14.22,16.17
38.507,-0.54,-7.68,14.22,16.17
38.535,-0.48,-7.68,14.16,16.12
38.551,-0.42,-7.74,14.16,16.14
38.570,-0.36,-7.74,14.16,16.14
38.591,-0.30,-7.80,14.22,16.22
38.611,-0.24,-7.80,14.28,16.27
38.631,-0.24,-7.86,14.28,16.30
38.652,-0.24,-7.86,14.28,16.30
38.675,-0.24,-7.92,14.28,16.33
38.699,-0.30,-7.98,14.22,16.31
38.713,-0.36,-7.98,14.16,16.26
38.733,-0.48,-8.04,14.16,16.29
38.753,-0.54,-8.04,14.04,16.19
38.773,-0.54,-8.04,13.98,16.14
38.794,-0.60,-8.04,13.92,16.09
38.813,-0.60,-8.04,13.92,16.09
38.834,-0.54,-8.04,13.92,16.08
38.857,-0.54,-8.04,13.92,16.08
38.874,-0.48,-8.04,13.92,16.08
38.895,-0.48,-8.04,13.98,16.13
38.916,-0.48,-7.98,13.98,16.10
38.939,-0.48,-7.98,13.98,16.10
38.975,-0.48,-7.92,13.98,16.07
38.985,-0.48,-7.86,13.98,16.05
39.004,-0.48,-7.80,13.98,16.02
39.025,-0.48,-7.80,13.98,16.02
39.051,-0.48,-7.74,13.98,15.99
39.065,-0.48,-7.74,13.98,15.99
39.084,-0.48,-7.68,14.04,16.01
39.105,-0.48,-7.68,14.10,16.06
39.125,-0.48,-7.62,14.10,16.03
39.156,-0.48,-7.62,14.16,16.09
39.167,-0.48,-7.62,14.22,16.14
39.188,-0.48,-7.56,14.28,16.16
39.209,-0.48,-7.56,14.34,16.22
39.231,-0.48,-7.50,14.34,16.19
39.260,-0.48,-7.50,14.34,16.19
39.274,-0.48,-7.50,14.40,16.24
39.295,-0.48,-7.50,14.40,16.24
39.316,-0.54,-7.50,14.34,16.19
39.335,-0.54,-7.50,14.34,16.19
39.355,-0.54,-7.50,14.34,16.19
39.375,-0.48,-7.56,14.34,16.22
39.396,-0.48,-7.62,14.28,16.19
39.416,-0.42,-7.62,14.28,16.19
39.436,-0.30,-7.68,14.22,16.16
39.456,-0.24,-7.74,14.16,16.14
39.477,-0.12,-7.80,14.10,16.11
39.500,-0.06,-7.80,14.10,16.11
39.518,0.00,-7.86,14.10,16.14
39.539,0.00,-7.86,14.10,16.14
39.560,0.06,-7.86,14.10,16.14
39.580,0.00,-7.86,14.10,16.14
39.598,-0.06,-7.86,14.16,16.20
39.621,-0.24,-7.86,14.22,16.25
39.642,-0.36,-7.86,14.28,16.30
39.665,-0.42,-7.86,14.28,16.31
39.682,-0.54,-7.86,14.28,16.31
39.704,-0.66,-7.86,14.34,16.37
39.722,-0.72,-7.86,14.34,16.37
39.755,-0.84,-7.86,14.34,16.37
39.765,-0.90,-7.86,14.34,16.38
39.785,-0.90,-7.86,14.34,16.38
39.806,-0.84,-7.86,14.34,16.37
39.826,-0.84,-7.86,14.34,16.37
39.856,-0.84,-7.92,14.34,16.40
39.870,-0.78,-7.92,14.34,16.40
39.893,-0.72,-7.98,14.28,16.37
39.906,-0.66,-7.98,14.22,16.32
39.927,-0.60,-7.98,14.10,16.21
39.949,-0.54,-7.98,14.04,16.16
39.975,-0.48,-7.98,13.98,16.10
39.988,-0.48,-7.98,13.86,16.00
40.006,-0.48,-7.92,13.80,15.92
40.027,-0.48,-7.86,13.68,15.78
40.052,-0.48,-7.80,13.68,15.75
40.078,-0.48,-7.74,13.68,15.73
40.095,-0.48,-7.68,13.68,15.70
40.113,-0.48,-7.68,13.68,15.70
40.134,-0.42,-7.62,13.68,15.66
40.154,-0.42,-7.56,13.68,15.64
40.177,-0.36,-7.56,13.68,15.63
40.197,-0.36,-7.50,13.74,15.66
40.215,-0.36,-7.50,13.74,15.66
40.235,-0.30,-7.56,13.80,15.74
40.256,-0.30,-7.56,13.80,15.74
40.275,-0.30,-7.62,13.86,15.82
40.299,-0.30,-7.62,13.86,15.82
40.319,-0.30,-7.62,13.92,15.87
40.339,-0.30,-7.68,13.92,15.90
40.360,-0.30,-7.74,13.92,15.93
40.379,-0.30,-7.74,13.92,15.93
40.398,-0.30,-7.80,13.92,15.96
40.419,-0.30,-7.80,13.92,15.96
40.439,-0.30,-7.80,13.92,15.96
40.460,-0.30,-7.86,13.92,15.99
40.480,-0.30,-7.86,13.86,15.94
40.500,-0.30,-7.92,13.86,15.97
40.521,-0.30,-7.92,13.86,15.97
40.541,-0.30,-7.98,13.92,16.05
40.562,-0.30,-7.98,13.92,16.05
40.581,-0.30,-7.98,13.92,16.05
40.602,-0.36,-7.98,13.92,16.05
40.621,-0.36,-7.98,13.98,16.10
40.642,-0.36,-7.98,13.98,16.10
40.664,-0.42,-7.92,14.04,16.13
40.684,-0.42,-7.86,14.04,16.10
40.704,-0.48,-7.74,14.10,16.09
40.724,-0.48,-7.62,14.10,16.03
40.744,-0.48,-7.50,14.16,16.03
40.776,-0.48,-7.26,14.22,15.97
40.794,-0.48,-7.08,14.28,15.95
40.814,-0.48,-6.90,14.28,15.87
40.835,-0.54,-6.78,14.34,15.87
40.855,-0.54,-6.60,14.34,15.80
40.876,-0.54,-6.54,14.34,15.77
40.896,-0.54,-6.48,14.28,15.69
40.915,-0.60,-6.48,14.28,15.69
40.936,-0.60,-6.60,14.22,15.69
40.956,-0.60,-6.72,14.16,15.69
40.976,-0.60,-6.96,14.10,15.74
40.995,-0.66,-7.14,14.10,15.82
41.017,-0.66,-7.32,14.04,15.85
41.038,-0.66,-7.50,13.98,15.88
41.063,-0.72,-7.74,13.98,16.00
41.094,-0.72,-7.86,13.98,16.05
41.103,-0.72,-7.98,13.98,16.11
41.122,-0.72,-8.04,13.98,16.14
41.143,-0.66,-8.04,13.98,16.14
41.165,-0.66,-8.04,13.98,16.14
41.197,-0.60,-8.04,14.04,16.19
41.203,-0.54,-8.04,14.04,16.19
41.224,-0.54,-8.04,14.10,16.24
41.245,-0.48,-7.98,14.10,16.21
41.265,-0.48,-7.98,14.10,16.21
41.296,-0.48,-7.98,14.16,16.26
41.305,-0.48,-7.92,14.16,16.23
41.327,-0.48,-7.92,14.16,16.23
41.352,-0.48,-7.86,14.16,16.20
41.369,-0.48,-7.86,14.16,16.20
41.394,-0.48,-7.86,14.16,16.20
41.408,-0.48,-7.86,14.10,16.15
41.428,-0.54,-7.86,14.10,16.15
41.448,-0.54,-7.86,14.10,16.15
41.478,-0.54,-7.86,14.04,16.10
41.489,-0.54,-7.86,14.04,16.10
41.510,-0.60,-7.86,14.04,16.10
41.530,-0.60,-7.86,14.10,16.15
41.550,-0.60,-7.86,14.16,16.21
41.573,-0.60,-7.86,14.22,16.26
41.591,-0.60,-7.86,14.28,16.31
41.611,-0.60,-7.86,14.40,16.42
41.633,-0.60,-7.86,14.52,16.52
41.651,-0.60,-7.86,14.64,16.63
41.673,-0.60,-7.86,14.70,16.68
41.692,-0.60,-7.86,14.76,16.73
41.713,-0.60,-7.86,14.76,16.73
41.735,-0.60,-7.86,14.82,16.79
41.754,-0.60,-7.86,14.88,16.84
41.775,-0.60,-7.86,14.88,16.84
41.796,-0.60,-7.86,14.88,16.84
41.816,-0.60,-7.86,14.82,16.79
41.836,-0.60,-7.86,14.82,16.79
41.856,-0.60,-7.80,14.82,16.76
41.878,-0.60,-7.74,14.82,16.73
41.903,-0.60,-7.68,14.82,16.70
41.918,-0.60,-7.68,14.82,16.70
41.937,-0.60,-7.62,14.82,16.68
41.957,-0.54,-7.56,14.82,16.65
41.979,-0.54,-7.50,14.82,16.62
41.998,-0.54,-7.50,14.88,16.67
42.018,-0.54,-7.50,14.88,16.67
42.037,-0.48,-7.50,14.88,16.67
42.058,-0.48,-7.50,14.88,16.67
42.080,-0.48,-7.50,14.94,16.72
42.103,-0.48,-7.50,14.94,16.72
42.124,-0.48,-7.50,14.94,16.72
42.145,-0.48,-7.50,14.94,16.72
42.165,-0.48,-7.50,14.94,16.72
42.197,-0.48,-7.50,14.94,16.72
42.205,-0.48,-7.50,14.94,16.72
42.227,-0.48,-7.50,14.94,16.72
42.252,-0.48,-7.44,14.94,16.70
42.266,-0.48,-7.44,14.94,16.70
42.296,-0.48,-7.44,14.94,16.70
42.307,-0.48,-7.38,14.94,16.67
42.328,-0.48,-7.38,14.94,16.67
42.348,-0.48,-7.32,14.94,16.64
42.368,-0.48,-7.32,14.94,16.64
42.395,-0.48,-7.32,14.94,16.64
42.408,-0.54,-7.32,14.94,16.65
42.429,-0.54,-7.32,14.94,16.65
42.451,-0.54,-7.32,14.94,16.65
42.472,-0.54,-7.32,14.94,16.65
42.499,-0.54,-7.32,14.88,16.59
42.515,-0.54,-7.32,14.82,16.54
42.533,-0.54,-7.32,14.82,16.54
42.553,-0.48,-7.32,14.76,16.48
42.570,-0.54,-7.32,14.76,16.48
42.594,-0.54,-7.32,14.70,16.43
42.615,-0.54,-7.32,14.70,16.43
42.632,-0.60,-7.32,14.64,16.38
42.653,-0.66,-7.32,14.64,16.38
42.672,-0.66,-7.32,14.64,16.38
42.694,-0.72,-7.32,14.64,16.38
42.713,-0.78,-7.32,14.64,16.39
42.734,-0.78,-7.32,14.64,16.39
42.754,-0.78,-7.32,14.64,16.39
42.775,-0.78,-7.32,14.58,16.33
42.798,-0.78,-7.32,14.58,16.33
42.817,-0.78,-7.32,14.52,16.28
42.836,-0.72,-7.32,14.52,16.28
42.853,-0.72,-7.32,14.46,16.22
42.874,-0.66,-7.32,14.40,16.17
42.896,-0.66,-7.32,14.40,16.17
42.915,-0.66,-7.32,14.34,16.11
42.935,-0.60,-7.32,14.28,16.06
42.956,-0.60,-7.32,14.16,15.95
42.994,-0.60,-7.32,14.10,15.90
42.997,-0.60,-7.32,14.04,15.84
43.017,-0.60,-7.32,13.92,15.74
43.038,-0.60,-7.32,13.86,15.69
43.059,-0.60,-7.32,13.80,15.63
43.092,-0.60,-7.32,13.74,15.58
43.103,-0.60,-7.32,13.74,15.58
43.120,-0.54,-7.32,13.74,15.58
43.140,-0.54,-7.32,13.74,15.58
43.160,-0.54,-7.32,13.68,15.52
43.183,-0.54,-7.32,13.74,15.58
43.201,-0.48,-7.32,13.74,15.58
43.224,-0.48,-7.32,13.80,15.63
43.242,-0.48,-7.32,13.80,15.63
43.265,-0.48,-7.38,13.80,15.66
43.283,-0.48,-7.38,13.86,15.71
43.310,-0.48,-7.44,13.86,15.74
43.324,-0.48,-7.44,13.92,15.79
43.345,-0.48,-7.50,13.92,15.82
43.365,-0.48,-7.62,13.92,15.88
43.385,-0.48,-7.68,13.98,15.96
43.410,-0.48,-7.74,13.98,15.99
43.425,-0.48,-7.80,13.98,16.02
43.445,-0.48,-7.86,13.98,16.05
43.466,-0.48,-7.86,13.98,16.05
43.496,-0.48,-7.92,13.98,16.07
43.507,-0.48,-7.92,13.98,16.07
43.527,-0.48,-7.92,14.04,16.13
43.548,-0.48,-7.92,14.04,16.13
43.568,-0.48,-7.86,14.10,16.15
43.586,-0.48,-7.86,14.10,16.15
43.615,-0.54,-7.86,14.10,16.15
43.631,-0.54,-7.86,14.16,16.20
43.654,-0.54,-7.86,14.16,16.20
43.670,-0.54,-7.86,14.22,16.26
43.695,-0.60,-7.86,14.28,16.31
43.712,-0.60,-7.86,14.28,16.31
43.734,-0.54,-7.86,14.28,16.31
43.752,-0.48,-7.86,14.34,16.36
43.773,-0.48,-7.86,14.34,16.36
43.794,-0.42,-7.86,14.34,16.36
43.817,-0.36,-7.86,14.34,16.36
43.835,-0.36,-7.86,14.34,16.36
43.855,-0.30,-7.86,14.34,16.36
43.876,-0.30,-7.86,14.34,16.36
43.915,-0.30,-7.86,14.34,16.36
43.918,-0.30,-7.80,14.34,16.33
43.939,-0.30,-7.80,14.34,16.33
43.959,-0.30,-7.80,14.34,16.33
43.985,-0.30,-7.74,14.34,16.30
44.010,-0.30,-7.74,14.34,16.30
44.025,-0.30,-7.68,14.34,16.27
44.045,-0.30,-7.68,14.34,16.27
44.066,-0.30,-7.68,14.34,16.27
44.087,-0.30,-7.68,14.34,16.27
44.110,-0.30,-7.68,14.34,16.27
44.130,-0.30,-7.68,14.34,16.27
44.154,-0.36,-7.68,14.34,16.27
44.174,-0.42,-7.68,14.22,16.17
44.204,-0.42,-7.68,13.92,15.90
44.215,-0.48,-7.68,13.68,15.70
44.236,-0.48,-7.68,13.50,15.54
44.256,-0.54,-7.74,13.32,15.41
44.273,-0.60,-7.74,13.14,15.26
44.310,-0.60,-7.80,12.96,15.14
44.314,-0.60,-7.80,12.84,15.04
44.336,-0.54,-7.80,12.90,15.08
44.354,-0.54,-7.86,13.08,15.27
44.374,-0.54,-7.86,13.26,15.42
44.405,-0.54,-7.86,13.38,15.53
44.414,-0.54,-7.86,13.44,15.58
44.434,-0.54,-7.86,13.62,15.73
44.454,-0.60,-7.86,13.74,15.84
44.475,-0.60,-7.86,13.80,15.89
44.508,-0.60,-7.86,13.86,15.94
44.516,-0.60,-7.86,13.92,16.00
44.536,-0.60,-7.86,13.92,16.00
44.556,-0.60,-7.86,13.98,16.05
44.578,-0.60,-7.86,13.98,16.05
44.603,-0.60,-7.86,13.98,16.05
44.620,-0.60,-7.86,13.98,16.05
44.644,-0.60,-7.86,13.98,16.05
44.664,-0.60,-7.86,14.04,16.10
44.683,-0.66,-7.86,14.04,16.10
44.704,-0.66,-7.86,14.10,16.16
44.726,-0.66,-7.86,14.10,16.16
44.752,-0.72,-7.86,14.10,16.16
44.766,-0.72,-7.86,14.16,16.21
44.786,-0.72,-7.86,14.22,16.26
44.803,-0.66,-7.86,14.28,16.31
44.826,-0.60,-7.92,14.28,16.34
44.847,-0.54,-7.92,14.34,16.39
44.869,-0.42,-7.98,14.40,16.47
44.885,-0.36,-7.98,14.58,16.62
44.905,-0.30,-7.98,14.70,16.73
44.935,-0.18,-7.98,14.76,16.78
44.948,-0.18,-7.98,14.88,16.89
44.970,-0.18,-7.98,15.00,16.99
44.986,-0.24,-7.92,15.06,17.02
45.006,-0.30,-7.92,15.12,17.07
45.029,-0.36,-7.86,15.06,16.99
45.043,-0.36,-7.86,14.82,16.78
45.063,-0.42,-7.86,14.64,16.62
45.084,-0.48,-7.86,14.46,16.47
45.104,-0.54,-7.86,14.22,16.26
45.125,-0.54,-7.86,13.92,15.99
45.146,-0.48,-7.86,13.68,15.78
45.165,-0.54,-7.86,13.44,15.58
45.185,-0.54,-7.86,13.26,15.42
45.205,-0.60,-7.86,13.26,15.43
45.226,-0.60,-7.86,13.14,15.32
45.246,-0.60,-7.86,13.08,15.27
45.268,-0.60,-7.86,13.08,15.27
45.289,-0.60,-7.86,13.14,15.32
45.311,-0.60,-7.86,13.20,15.37
45.335,-0.66,-7.86,13.26,15.43
45.353,-0.66,-7.86,13.32,15.48
45.371,-0.66,-7.86,13.44,15.58
45.393,-0.72,-7.86,13.56,15.69
45.428,-0.72,-7.86,13.62,15.74
45.432,-0.78,-7.86,13.68,15.80
45.453,-0.78,-7.86,13.68,15.80
45.473,-0.78,-7.86,13.68,15.80
45.494,-0.84,-7.86,13.68,15.80
45.514,-0.84,-7.86,13.74,15.85
45.533,-0.84,-7.86,13.74,15.85
45.556,-0.90,-7.80,13.68,15.77
45.575,-0.90,-7.80,13.74,15.83
45.595,-0.90,-7.80,13.80,15.88
45.615,-0.90,-7.74,13.80,15.85
45.645,-0.84,-7.74,13.86,15.90
45.657,-0.78,-7.68,13.92,15.92
45.676,-0.78,-7.68,13.92,15.92
45.697,-0.66,-7.68,13.98,15.96
45.716,-0.60,-7.68,13.98,15.96
45.743,-0.48,-7.68,13.98,15.96
45.757,-0.42,-7.68,13.98,15.96
45.779,-0.36,-7.68,13.98,15.95
45.799,-0.36,-7.68,13.98,15.95
45.819,-0.30,-7.68,13.98,15.95
45.843,-0.30,-7.68,13.98,15.95
45.862,-0.30,-7.68,13.98,15.95
45.885,-0.30,-7.68,13.98,15.95
45.902,-0.30,-7.68,13.98,15.95
45.921,-0.30,-7.68,13.98,15.95
45.945,-0.30,-7.68,13.98,15.95
45.965,-0.30,-7.68,13.98,15.95
45.985,-0.30,-7.68,14.04,16.01
46.003,-0.30,-7.62,14.10,16.03
46.029,-0.30,-7.56,14.10,16.00
46.046,-0.30,-7.50,14.16,16.03
46.065,-0.30,-7.44,14.22,16.05
46.084,-0.30,-7.38,14.28,16.08
46.104,-0.30,-7.32,14.34,16.10
46.125,-0.30,-7.26,14.46,16.18
46.145,-0.30,-7.20,14.52,16.21
46.165,-0.30,-7.14,14.64,16.29
46.186,-0.30,-7.14,14.76,16.40
46.206,-0.30,-7.14,14.88,16.51
46.230,-0.30,-7.20,15.00,16.64
46.253,-0.30,-7.20,15.12,16.75
46.271,-0.30,-7.20,15.18,16.80
46.291,-0.30,-7.20,15.30,16.91
46.321,-0.30,-7.20,15.30,16.91
46.333,-0.30,-7.20,15.30,16.91
46.352,-0.30,-7.20,15.24,16.86
46.373,-0.30,-7.20,15.18,16.80
46.394,-0.30,-7.20,15.12,16.75
46.415,-0.36,-7.20,15.12,16.75
46.434,-0.42,-7.20,15.06,16.70
46.465,-0.48,-7.20,15.00,16.65
46.475,-0.54,-7.20,14.94,16.59
46.494,-0.60,-7.20,14.94,16.60
46.515,-0.66,-7.20,14.94,16.60
46.544,-0.72,-7.20,14.94,16.60
46.556,-0.78,-7.20,14.94,16.60
46.577,-0.78,-7.20,14.94,16.60
46.597,-0.78,-7.26,14.82,16.52
46.619,-0.84,-7.26,14.76,16.47
46.644,-0.84,-7.26,14.70,16.42
46.658,-0.84,-7.26,14.64,16.36
46.680,-0.90,-7.32,14.52,16.29
46.699,-0.96,-7.32,14.40,16.18
46.723,-0.96,-7.32,14.28,16.08
46.747,-0.96,-7.32,14.16,15.97
46.773,-0.96,-7.32,14.10,15.92
46.783,-0.96,-7.32,14.10,15.92
46.805,-0.96,-7.32,14.10,15.92
46.823,-0.96,-7.32,14.04,15.86
46.844,-0.96,-7.32,14.10,15.92
46.865,-0.96,-7.38,14.10,15.94
46.886,-0.96,-7.38,14.10,15.94
46.906,-0.96,-7.44,14.10,15.97
46.926,-0.96,-7.44,14.04,15.92
46.946,-0.96,-7.44,14.04,15.92
46.967,-0.96,-7.50,13.98,15.89
46.987,-0.96,-7.50,13.98,15.89
47.008,-0.96,-7.50,13.98,15.89
47.045,-0.96,-7.50,14.04,15.95
47.049,-0.96,-7.50,14.04,15.95
47.070,-0.96,-7.50,14.10,16.00
47.089,-0.96,-7.50,14.16,16.05
47.109,-0.90,-7.50,14.16,16.05
47.130,-0.90,-7.50,14.16,16.05
47.150,-0.84,-7.50,14.22,16.10
47.170,-0.84,-7.50,14.22,16.10
47.194,-0.84,-7.50,14.28,16.15
47.213,-0.78,-7.50,14.28,16.15
47.232,-0.78,-7.50,14.28,16.15
47.254,-0.78,-7.50,14.34,16.20
47.272,-0.78,-7.50,14.34,16.20
47.293,-0.78,-7.50,14.40,16.25
47.317,-0.78,-7.50,14.46,16.31
47.343,-0.78,-7.50,14.52,16.36
47.353,-0.78,-7.44,14.58,16.39
47.374,-0.78,-7.44,14.64,16.44
47.394,-0.78,-7.44,14.70,16.49
47.417,-0.78,-7.38,14.76,16.52
47.443,-0.72,-7.38,14.82,16.57
47.455,-0.72,-7.38,14.88,16.63
47.476,-0.66,-7.44,14.88,16.65
47.497,-0.66,-7.50,14.76,16.57
47.517,-0.66,-7.56,14.52,16.38
47.538,-0.66,-7.62,14.22,16.15
47.562,-0.66,-7.74,14.04,16.05
47.581,-0.66,-7.80,13.80,15.87
47.604,-0.72,-7.86,13.56,15.69
47.620,-0.72,-7.98,13.32,15.54
47.644,-0.78,-7.98,13.14,15.39
47.663,-0.78,-8.04,12.96,15.27
47.682,-0.84,-8.04,13.02,15.33
47.702,-0.84,-8.04,13.14,15.43
47.722,-0.84,-8.04,13.26,15.53
47.744,-0.90,-8.04,13.44,15.69
47.768,-0.90,-8.04,13.62,15.84
47.785,-0.96,-7.98,13.80,15.97
