time,Bx,By,Bz,BT
156.455,2.04,-3.72,-18.00,18.49
156.475,2.04,-3.72,-18.00,18.49
156.495,2.04,-3.72,-18.00,18.49
156.514,2.04,-3.72,-18.00,18.49
156.533,2.04,-3.72,-18.00,18.49
156.553,2.04,-3.72,-18.00,18.49
156.570,2.04,-3.72,-18.00,18.49
156.590,2.04,-3.72,-17.94,18.43
156.610,2.04,-3.72,-17.94,18.43
156.629,2.04,-3.72,-17.94,18.43
156.649,2.04,-3.72,-17.94,18.43
156.668,2.04,-3.72,-17.88,18.38
156.685,2.04,-3.66,-17.88,18.36
156.705,2.04,-3.66,-17.88,18.36
156.723,2.04,-3.66,-17.88,18.36
156.743,2.04,-3.60,-17.88,18.35
156.761,2.04,-3.60,-17.88,18.35
156.778,2.04,-3.54,-17.88,18.34
156.799,2.04,-3.54,-17.88,18.34
156.818,2.04,-3.54,-17.88,18.34
156.836,2.04,-3.54,-17.88,18.34
156.856,2.10,-3.54,-17.88,18.35
156.876,2.10,-3.54,-17.88,18.35
156.893,2.04,-3.54,-17.88,18.34
156.914,2.04,-3.54,-17.94,18.40
156.933,2.04,-3.54,-17.94,18.40
156.950,2.04,-3.54,-17.94,18.40
156.971,1.98,-3.54,-17.88,18.33
156.991,1.98,-3.54,-17.88,18.33
157.012,1.98,-3.54,-17.82,18.28
157.032,2.04,-3.54,-17.82,18.28
157.050,2.10,-3.54,-17.76,18.23
157.069,2.10,-3.54,-17.76,18.23
157.089,2.16,-3.54,-17.70,18.18
157.106,2.16,-3.54,-17.70,18.18
157.127,2.22,-3.54,-17.70,18.19
157.145,2.22,-3.54,-17.70,18.19
157.171,2.22,-3.54,-17.70,18.19
157.185,2.22,-3.48,-17.76,18.23
157.205,2.22,-3.48,-17.76,18.23
157.228,2.22,-3.48,-17.82,18.29
157.249,2.22,-3.48,-17.88,18.35
157.271,2.22,-3.42,-17.88,18.34
157.291,2.22,-3.42,-17.94,18.40
157.311,2.16,-3.42,-17.94,18.39
157.329,2.10,-3.42,-17.94,18.38
157.349,2.04,-3.42,-18.00,18.44
157.368,1.98,-3.42,-17.94,18.37
157.385,1.92,-3.42,-17.94,18.36
157.402,1.92,-3.48,-17.94,18.37
157.423,1.86,-3.48,-17.94,18.37
157.440,1.86,-3.48,-17.88,18.31
157.458,1.80,-3.48,-17.88,18.30
157.475,1.80,-3.54,-17.88,18.32
157.496,1.80,-3.66,-17.88,18.34
157.515,1.80,-3.72,-17.88,18.35
157.533,1.80,-3.84,-17.88,18.38
157.551,1.80,-3.90,-17.88,18.39
157.568,1.74,-3.96,-17.88,18.40
157.588,1.74,-4.02,-17.88,18.41
157.606,1.80,-4.08,-17.94,18.49
157.626,1.80,-4.02,-17.94,18.47
157.644,1.86,-3.96,-17.94,18.47
157.662,1.86,-3.90,-17.94,18.45
157.681,1.92,-3.78,-17.94,18.43
157.700,1.98,-3.66,-18.00,18.47
157.717,2.04,-3.60,-18.00,18.47
157.737,2.10,-3.48,-18.00,18.45
157.755,2.16,-3.42,-17.94,18.39
157.772,2.28,-3.42,-17.88,18.35
157.790,2.40,-3.42,-17.88,18.36
157.810,2.52,-3.42,-17.82,18.32
157.831,2.58,-3.42,-17.82,18.33
157.849,2.70,-3.42,-17.70,18.23
157.866,2.82,-3.48,-17.70,18.26
157.886,2.88,-3.48,-17.70,18.27
157.904,2.94,-3.48,-17.70,18.28
157.926,2.94,-3.54,-17.70,18.29
157.942,2.88,-3.54,-17.70,18.28
157.961,2.82,-3.54,-17.70,18.27
157.980,2.76,-3.54,-17.70,18.26
157.998,2.70,-3.54,-17.70,18.25
158.016,2.64,-3.54,-17.70,18.24
158.035,2.52,-3.54,-17.70,18.23
158.053,2.46,-3.54,-17.70,18.22
158.073,2.40,-3.54,-17.70,18.21
158.092,2.34,-3.54,-17.70,18.20
158.111,2.28,-3.54,-17.70,18.19
158.130,2.28,-3.54,-17.70,18.19
158.148,2.22,-3.54,-17.70,18.19
158.168,2.10,-3.54,-17.70,18.17
158.187,2.04,-3.54,-17.70,18.17
158.203,1.98,-3.54,-17.70,18.16
158.221,1.92,-3.54,-17.70,18.15
158.238,1.86,-3.60,-17.70,18.16
158.259,1.80,-3.60,-17.70,18.15
158.276,1.74,-3.66,-17.70,18.16
158.293,1.68,-3.66,-17.70,18.15
158.311,1.68,-3.66,-17.70,18.15
158.331,1.62,-3.72,-17.70,18.16
158.349,1.62,-3.72,-17.70,18.16
158.366,1.56,-3.78,-17.70,18.17
158.383,1.56,-3.84,-17.70,18.18
158.401,1.56,-3.84,-17.70,18.18
158.419,1.56,-3.84,-17.70,18.18
158.439,1.50,-3.90,-17.76,18.24
158.459,1.50,-3.90,-17.76,18.24
158.477,1.50,-3.90,-17.76,18.24
158.498,1.50,-3.90,-17.82,18.30
158.518,1.50,-3.90,-17.82,18.30
158.539,1.50,-3.90,-17.88,18.36
158.560,1.50,-3.90,-17.88,18.36
158.581,1.56,-3.84,-17.70,18.18
158.601,1.56,-3.84,-17.58,18.06
158.621,1.56,-3.84,-17.52,18.00
158.642,1.56,-3.78,-17.40,17.87
158.663,1.56,-3.78,-17.28,17.76
158.682,1.56,-3.72,-17.16,17.63
158.700,1.56,-3.72,-17.04,17.51
158.718,1.56,-3.72,-16.92,17.39
158.738,1.56,-3.72,-16.92,17.39
158.756,1.56,-3.72,-16.86,17.34
158.773,1.56,-3.72,-16.80,17.28
158.791,1.56,-3.72,-16.80,17.28
158.811,1.62,-3.72,-16.80,17.28
158.829,1.68,-3.72,-16.80,17.29
158.846,1.74,-3.72,-16.98,17.47
158.863,1.74,-3.72,-17.10,17.59
158.883,1.80,-3.72,-17.28,17.77
158.904,1.86,-3.72,-17.46,17.95
158.922,1.92,-3.72,-17.64,18.13
158.939,1.98,-3.72,-17.88,18.37
158.959,2.04,-3.72,-18.06,18.55
158.977,2.04,-3.72,-18.18,18.67
158.994,2.04,-3.72,-18.24,18.73
159.014,2.04,-3.72,-18.24,18.73
159.033,2.04,-3.72,-18.30,18.79
159.055,2.04,-3.72,-18.36,18.84
159.081,2.04,-3.72,-18.36,18.84
159.094,2.04,-3.72,-18.36,18.84
159.115,2.04,-3.72,-18.36,18.84
159.135,2.04,-3.72,-18.36,18.84
159.156,1.98,-3.72,-18.36,18.84
159.178,1.92,-3.72,-18.36,18.83
159.196,1.86,-3.72,-18.36,18.83
159.214,1.80,-3.72,-18.36,18.82
159.233,1.74,-3.72,-18.36,18.81
159.251,1.68,-3.72,-18.36,18.81
159.269,1.62,-3.78,-18.30,18.76
159.289,1.56,-3.78,-18.30,18.75
159.308,1.56,-3.78,-18.30,18.75
159.328,1.56,-3.78,-18.30,18.75
159.345,1.56,-3.78,-18.30,18.75
159.363,1.56,-3.78,-18.30,18.75
159.380,1.56,-3.78,-18.30,18.75
159.398,1.62,-3.66,-18.30,18.73
159.418,1.68,-3.54,-18.36,18.77
159.438,1.74,-3.42,-18.36,18.76
159.456,1.80,-3.36,-18.36,18.75
159.476,1.86,-3.24,-18.36,18.74
159.496,1.86,-3.18,-18.36,18.73
159.515,1.92,-3.12,-18.36,18.72
159.532,1.98,-3.06,-18.36,18.72
159.552,1.98,-3.06,-18.36,18.72
159.570,1.98,-3.06,-18.36,18.72
159.587,1.98,-3.06,-18.36,18.72
159.604,1.92,-3.06,-18.36,18.71
159.621,1.92,-3.06,-18.36,18.71
159.638,1.92,-3.06,-18.36,18.71
159.659,1.92,-3.06,-18.36,18.71
159.679,1.92,-3.06,-18.36,18.71
159.699,1.92,-3.06,-18.36,18.71
159.720,1.98,-3.06,-18.36,18.72
159.737,1.98,-3.06,-18.36,18.72
159.755,1.98,-3.06,-18.36,18.72
159.773,1.98,-3.06,-18.36,18.72
159.790,2.04,-3.06,-18.36,18.72
159.810,2.04,-3.06,-18.36,18.72
159.830,2.04,-3.06,-18.36,18.72
159.851,2.04,-3.06,-18.36,18.72
159.869,2.04,-3.06,-18.30,18.67
159.886,2.04,-3.06,-18.30,18.67
159.904,2.04,-3.06,-18.30,18.67
159.921,2.04,-3.06,-18.30,18.67
159.939,2.04,-3.06,-18.30,18.67
159.959,2.04,-3.06,-18.30,18.67
159.976,1.98,-3.06,-18.30,18.66
159.996,1.98,-3.06,-18.30,18.66
160.014,1.98,-3.06,-18.30,18.66
160.035,1.98,-3.06,-18.36,18.72
160.052,1.98,-3.00,-18.36,18.71
160.068,1.98,-3.00,-18.30,18.65
160.086,1.98,-3.00,-18.30,18.65
160.106,1.92,-2.94,-18.24,18.57
160.126,1.92,-2.94,-18.24,18.57
160.144,1.92,-2.88,-18.24,18.57
160.162,1.92,-2.88,-18.18,18.51
160.180,1.92,-2.88,-18.18,18.51
160.200,1.98,-2.88,-18.18,18.51
160.220,1.98,-2.88,-18.18,18.51
160.237,1.98,-2.88,-18.18,18.51
160.254,2.04,-2.88,-18.18,18.52
160.274,2.04,-2.88,-18.18,18.52
160.293,2.10,-2.88,-18.18,18.53
160.310,2.16,-3.00,-18.18,18.55
160.330,2.22,-3.12,-18.18,18.58
160.348,2.28,-3.24,-18.18,18.61
160.366,2.34,-3.42,-18.18,18.65
160.383,2.40,-3.54,-18.18,18.68
160.403,2.40,-3.66,-18.18,18.70
160.423,2.34,-3.78,-18.18,18.72
160.441,2.28,-3.96,-18.12,18.69
160.461,2.22,-4.02,-18.12,18.69
160.480,2.22,-4.02,-18.06,18.63
160.497,2.16,-4.02,-18.06,18.63
160.517,2.16,-4.02,-18.06,18.63
160.537,2.10,-4.02,-17.94,18.50
160.557,2.10,-4.02,-17.88,18.45
160.575,2.16,-4.02,-17.88,18.45
160.593,2.22,-4.02,-17.82,18.40
160.613,2.22,-3.96,-17.76,18.33
160.631,2.22,-3.96,-17.76,18.33
160.649,2.22,-3.90,-17.70,18.26
160.669,2.22,-3.90,-17.70,18.26
160.689,2.22,-3.84,-17.70,18.25
160.709,2.22,-3.84,-17.76,18.31
160.729,2.22,-3.78,-17.82,18.35
160.748,2.22,-3.72,-18.00,18.51
160.767,2.22,-3.66,-18.18,18.68
160.786,2.22,-3.66,-18.30,18.79
160.804,2.22,-3.60,-18.42,18.90
160.823,2.22,-3.60,-18.60,19.07
160.843,2.22,-3.60,-18.72,19.19
160.862,2.22,-3.54,-18.78,19.24
160.880,2.22,-3.54,-18.84,19.30
160.897,2.22,-3.54,-18.84,19.30
160.917,2.22,-3.54,-18.84,19.30
160.945,2.22,-3.54,-18.84,19.30
160.962,2.22,-3.54,-18.84,19.30
160.982,2.22,-3.54,-18.84,19.30
161.004,2.22,-3.54,-18.84,19.30
161.028,2.22,-3.54,-18.84,19.30
161.048,2.22,-3.54,-18.84,19.30
161.069,2.22,-3.54,-18.78,19.24
161.090,2.22,-3.54,-18.72,19.18
161.108,2.22,-3.54,-18.72,19.18
161.128,2.22,-3.54,-18.66,19.12
161.146,2.22,-3.54,-18.60,19.06
161.166,2.22,-3.54,-18.60,19.06
161.183,2.22,-3.48,-18.54,18.99
161.200,2.22,-3.42,-18.54,18.98
161.221,2.22,-3.42,-18.54,18.98
161.240,2.22,-3.36,-18.54,18.97
161.260,2.22,-3.30,-18.54,18.96
161.280,2.22,-3.30,-18.54,18.96
161.299,2.22,-3.24,-18.54,18.95
161.316,2.22,-3.24,-18.48,18.89
161.336,2.22,-3.24,-18.42,18.83
161.354,2.22,-3.24,-18.36,18.78
161.373,2.22,-3.24,-18.30,18.72
161.392,2.22,-3.24,-18.24,18.66
161.409,2.22,-3.24,-18.18,18.60
161.429,2.22,-3.24,-18.12,18.54
161.448,2.22,-3.24,-18.06,18.48
161.465,2.22,-3.24,-18.00,18.42
161.485,2.28,-3.24,-18.00,18.43
161.504,2.28,-3.24,-18.00,18.43
161.524,2.34,-3.24,-18.06,18.50
161.543,2.34,-3.24,-18.06,18.50
161.560,2.34,-3.24,-18.18,18.61
161.581,2.40,-3.24,-18.24,18.68
161.600,2.40,-3.24,-18.30,18.74
161.617,2.40,-3.24,-18.36,18.80
161.637,2.40,-3.24,-18.42,18.86
161.657,2.40,-3.24,-18.48,18.91
161.676,2.40,-3.24,-18.48,18.91
161.696,2.40,-3.24,-18.54,18.97
161.715,2.40,-3.24,-18.54,18.97
161.731,2.40,-3.30,-18.54,18.98
161.752,2.40,-3.30,-18.48,18.93
161.771,2.40,-3.42,-18.42,18.89
161.790,2.40,-3.54,-18.42,18.91
161.810,2.40,-3.60,-18.36,18.86
161.830,2.40,-3.66,-18.24,18.76
161.850,2.40,-3.78,-18.12,18.67
161.868,2.40,-3.84,-18.00,18.56
161.888,2.40,-3.90,-17.82,18.40
161.908,2.40,-3.96,-17.76,18.35
161.928,2.40,-3.90,-17.64,18.22
161.950,2.40,-3.90,-17.58,18.17
161.966,2.40,-3.90,-17.52,18.11
161.987,2.40,-3.90,-17.52,18.11
162.008,2.34,-3.84,-17.46,18.03
162.029,2.28,-3.84,-17.46,18.02
162.050,2.22,-3.78,-17.46,18.00
162.071,2.22,-3.84,-17.46,18.01
162.091,2.16,-3.84,-17.40,17.95
162.112,2.10,-3.84,-17.40,17.94
162.132,2.10,-3.84,-17.40,17.94
162.151,2.04,-3.78,-17.40,17.92
162.168,2.04,-3.78,-17.40,17.92
162.190,2.04,-3.72,-17.40,17.91
162.211,2.04,-3.72,-17.40,17.91
162.229,2.04,-3.60,-17.40,17.89
162.249,2.04,-3.54,-17.40,17.87
162.268,2.04,-3.48,-17.40,17.86
162.288,2.04,-3.48,-17.40,17.86
162.308,2.04,-3.48,-17.40,17.86
162.327,2.04,-3.42,-17.40,17.85
162.345,2.04,-3.42,-17.40,17.85
162.362,2.04,-3.42,-17.40,17.85
162.380,2.04,-3.42,-17.40,17.85
162.400,2.04,-3.42,-17.40,17.85
162.420,2.04,-3.42,-17.40,17.85
162.439,2.04,-3.42,-17.40,17.85
162.458,2.04,-3.42,-17.40,17.85
162.478,1.98,-3.42,-17.40,17.84
162.495,1.98,-3.42,-17.46,17.90
162.513,1.98,-3.42,-17.46,17.90
162.530,1.98,-3.42,-17.52,17.96
162.550,1.92,-3.42,-17.58,18.01
162.568,1.92,-3.42,-17.58,18.01
162.588,1.92,-3.42,-17.64,18.07
162.608,1.92,-3.48,-17.64,18.08
162.628,1.92,-3.48,-17.70,18.14
162.647,1.92,-3.48,-17.70,18.14
162.667,1.92,-3.48,-17.70,18.14
162.686,1.92,-3.54,-17.70,18.15
162.705,1.92,-3.54,-17.70,18.15
162.722,1.86,-3.54,-17.70,18.15
162.743,1.86,-3.60,-17.76,18.22
162.761,1.86,-3.60,-17.76,18.22
162.778,1.80,-3.60,-17.76,18.21
162.798,1.80,-3.60,-17.82,18.27
162.818,1.74,-3.60,-17.88,18.32
162.838,1.74,-3.60,-17.94,18.38
162.857,1.74,-3.60,-18.00,18.44
162.889,1.74,-3.60,-18.06,18.50
162.895,1.74,-3.60,-18.06,18.50
162.917,1.74,-3.54,-18.12,18.54
162.937,1.74,-3.54,-18.18,18.60
162.958,1.74,-3.54,-18.12,18.54
162.981,1.74,-3.54,-18.06,18.49
163.001,1.74,-3.54,-18.00,18.43
163.021,1.74,-3.54,-17.94,18.37
163.038,1.74,-3.54,-17.94,18.37
163.060,1.74,-3.54,-17.88,18.31
163.080,1.74,-3.54,-17.82,18.25
163.101,1.80,-3.54,-17.82,18.26
163.121,1.80,-3.54,-17.82,18.26
163.142,1.86,-3.54,-17.88,18.32
163.160,1.92,-3.54,-17.88,18.33
163.179,1.92,-3.54,-17.88,18.33
163.200,1.98,-3.54,-17.88,18.33
163.219,2.04,-3.60,-17.88,18.35
163.239,2.10,-3.60,-17.88,18.36
163.259,2.16,-3.66,-17.88,18.38
163.276,2.16,-3.72,-17.88,18.39
163.296,2.22,-3.78,-17.88,18.41
163.315,2.28,-3.84,-17.88,18.43
163.333,2.34,-3.90,-17.88,18.45
163.350,2.34,-3.90,-17.88,18.45
163.367,2.40,-3.96,-17.88,18.47
163.388,2.40,-3.96,-17.88,18.47
163.407,2.40,-3.90,-17.94,18.52
163.426,2.40,-3.90,-18.00,18.57
163.443,2.40,-3.96,-18.06,18.64
163.461,2.40,-4.02,-18.12,18.72
163.479,2.40,-4.02,-18.24,18.83
163.500,2.34,-4.08,-18.24,18.84
163.522,2.34,-4.14,-18.24,18.85
163.543,2.34,-4.20,-18.18,18.80
163.564,2.28,-4.26,-18.18,18.81
163.585,2.28,-4.26,-18.18,18.81
163.605,2.22,-4.26,-18.12,18.75
163.625,2.22,-4.26,-18.06,18.69
163.645,2.22,-4.26,-17.94,18.57
163.668,2.22,-4.26,-17.94,18.57
163.686,2.22,-4.26,-17.94,18.57
163.703,2.22,-4.26,-17.88,18.51
163.723,2.22,-4.20,-17.88,18.50
163.744,2.22,-4.20,-17.88,18.50
163.762,2.22,-4.20,-17.88,18.50
163.781,2.22,-4.14,-17.88,18.49
163.800,2.22,-4.08,-17.88,18.47
163.821,2.22,-4.02,-17.94,18.52
163.840,2.22,-3.96,-17.94,18.51
163.857,2.22,-3.90,-18.00,18.55
163.874,2.22,-3.90,-18.06,18.61
163.892,2.22,-3.84,-18.06,18.60
163.911,2.22,-3.78,-18.12,18.64
163.932,2.22,-3.72,-18.12,18.63
163.952,2.22,-3.60,-18.18,18.67
163.971,2.22,-3.54,-18.18,18.65
163.990,2.22,-3.48,-18.18,18.64
164.009,2.22,-3.42,-18.12,18.57
164.027,2.22,-3.36,-18.12,18.56
164.047,2.22,-3.30,-18.06,18.49
164.067,2.22,-3.30,-18.06,18.49
164.085,2.22,-3.24,-18.06,18.48
164.106,2.22,-3.24,-18.00,18.42
164.123,2.22,-3.24,-18.00,18.42
164.143,2.22,-3.24,-18.00,18.42
164.160,2.16,-3.24,-18.00,18.42
164.181,2.16,-3.24,-18.00,18.42
164.200,2.16,-3.24,-18.00,18.42
164.220,2.10,-3.24,-18.00,18.41
164.240,2.04,-3.24,-18.00,18.40
164.259,2.04,-3.24,-17.94,18.34
164.279,1.98,-3.24,-17.94,18.34
164.299,1.98,-3.24,-17.94,18.34
164.317,1.98,-3.30,-17.94,18.35
164.335,1.98,-3.30,-17.88,18.29
164.355,1.98,-3.36,-17.88,18.30
164.373,1.98,-3.36,-17.88,18.30
164.391,1.98,-3.42,-17.88,18.31
164.412,1.92,-3.48,-17.88,18.32
164.430,1.86,-3.54,-17.88,18.32
164.450,1.80,-3.60,-17.88,18.33
164.469,1.74,-3.66,-17.88,18.33
164.489,1.74,-3.66,-17.88,18.33
164.509,1.68,-3.72,-17.88,18.34
164.529,1.62,-3.72,-17.88,18.33
164.548,1.56,-3.72,-17.88,18.33
164.568,1.56,-3.72,-17.88,18.33
164.588,1.56,-3.72,-17.88,18.33
164.607,1.56,-3.72,-17.88,18.33
164.627,1.56,-3.72,-17.88,18.33
164.647,1.56,-3.72,-17.88,18.33
164.666,1.56,-3.72,-17.88,18.33
164.684,1.56,-3.72,-17.88,18.33
164.704,1.62,-3.72,-17.88,18.33
164.723,1.62,-3.72,-17.88,18.33
164.744,1.68,-3.72,-17.94,18.40
164.764,1.74,-3.72,-18.00,18.46
164.780,1.74,-3.72,-18.06,18.52
164.799,1.80,-3.72,-18.12,18.59
164.821,1.86,-3.72,-18.18,18.65
164.837,1.92,-3.72,-18.24,18.71
164.858,1.92,-3.72,-18.24,18.71
164.878,1.92,-3.66,-18.30,18.76
164.901,1.92,-3.66,-18.30,18.76
164.921,1.92,-3.66,-18.36,18.82
164.942,1.92,-3.60,-18.36,18.81
164.963,1.92,-3.60,-18.36,18.81
164.982,1.92,-3.54,-18.30,18.74
165.000,1.92,-3.54,-18.24,18.68
165.021,1.92,-3.54,-18.18,18.62
165.040,1.92,-3.54,-18.12,18.56
165.062,1.92,-3.54,-18.06,18.50
165.083,1.92,-3.54,-18.00,18.44
165.100,1.92,-3.54,-17.94,18.39
165.118,1.92,-3.54,-17.88,18.33
165.137,1.92,-3.54,-17.88,18.33
165.155,1.92,-3.54,-17.82,18.27
165.173,1.92,-3.54,-17.82,18.27
165.190,1.92,-3.54,-17.82,18.27
165.208,1.92,-3.54,-17.76,18.21
165.228,1.92,-3.54,-17.76,18.21
165.248,1.92,-3.54,-17.70,18.15
165.266,1.92,-3.54,-17.70,18.15
165.286,1.98,-3.54,-17.70,18.16
165.304,1.98,-3.54,-17.70,18.16
165.324,2.04,-3.54,-17.70,18.17
165.342,2.10,-3.54,-17.70,18.17
165.360,2.16,-3.54,-17.76,18.24
165.380,2.16,-3.54,-17.76,18.24
165.398,2.22,-3.54,-17.76,18.24
165.417,2.22,-3.54,-17.82,18.30
165.435,2.22,-3.54,-17.82,18.30
165.455,2.22,-3.54,-17.82,18.30
165.474,2.22,-3.48,-17.88,18.35
165.491,2.28,-3.48,-17.88,18.36
165.509,2.28,-3.42,-17.94,18.40
165.529,2.34,-3.36,-18.00,18.46
165.549,2.34,-3.36,-18.00,18.46
165.568,2.34,-3.30,-18.06,18.51
165.589,2.40,-3.24,-18.06,18.50
165.608,2.40,-3.24,-18.12,18.56
165.625,2.40,-3.24,-18.12,18.56
165.642,2.40,-3.24,-18.12,18.56
165.663,2.40,-3.24,-18.12,18.56
165.683,2.40,-3.24,-18.12,18.56
165.701,2.40,-3.24,-18.18,18.62
165.718,2.40,-3.24,-18.18,18.62
165.738,2.40,-3.24,-18.18,18.62
165.756,2.40,-3.24,-18.18,18.62
165.776,2.34,-3.24,-18.18,18.61
165.794,2.34,-3.24,-18.18,18.61
165.813,2.28,-3.24,-18.18,18.61
165.831,2.22,-3.24,-18.18,18.60
165.851,2.16,-3.24,-18.18,18.59
165.870,2.10,-3.24,-18.18,18.59
165.887,2.04,-3.24,-18.18,18.58
165.908,1.98,-3.24,-18.12,18.51
165.924,1.92,-3.24,-18.12,18.51
165.942,1.86,-3.24,-18.06,18.44
165.962,1.80,-3.24,-18.00,18.38
165.981,1.80,-3.18,-17.94,18.31
166.000,1.86,-3.12,-17.88,18.25
166.020,1.86,-3.06,-17.82,18.18
166.040,1.86,-3.06,-17.76,18.12
166.061,1.92,-3.06,-17.70,18.06
166.077,1.92,-3.06,-17.70,18.06
166.096,1.92,-3.06,-17.70,18.06
166.115,1.92,-3.12,-17.70,18.08
166.133,1.92,-3.18,-17.70,18.09
166.153,1.92,-3.24,-17.70,18.10
166.171,1.92,-3.24,-17.70,18.10
166.188,1.92,-3.24,-17.70,18.10
166.209,1.92,-3.24,-17.70,18.10
166.226,1.92,-3.24,-17.70,18.10
166.246,1.92,-3.24,-17.70,18.10
166.267,1.92,-3.24,-17.70,18.10
166.285,1.92,-3.24,-17.70,18.10
166.303,1.98,-3.24,-17.70,18.10
166.323,1.98,-3.24,-17.70,18.10
166.341,1.98,-3.24,-17.70,18.10
166.361,1.98,-3.30,-17.70,18.11
166.380,2.04,-3.36,-17.70,18.13
166.397,2.04,-3.36,-17.70,18.13
166.417,2.04,-3.42,-17.70,18.14
166.435,2.04,-3.48,-17.70,18.15
166.455,2.04,-3.48,-17.70,18.15
166.473,2.04,-3.54,-17.70,18.17
166.493,2.04,-3.54,-17.70,18.17
166.511,2.04,-3.54,-17.70,18.17
166.529,2.04,-3.54,-17.70,18.17
166.546,2.04,-3.54,-17.70,18.17
166.566,2.04,-3.54,-17.70,18.17
166.584,2.04,-3.54,-17.70,18.17
166.605,2.04,-3.54,-17.70,18.17
166.622,2.04,-3.60,-17.70,18.18
166.639,2.04,-3.60,-17.70,18.18
166.659,2.04,-3.66,-17.70,18.19
166.678,2.04,-3.72,-17.70,18.20
166.697,2.04,-3.72,-17.70,18.20
166.721,2.04,-3.78,-17.70,18.21
166.736,2.04,-3.84,-17.70,18.23
166.755,2.04,-3.90,-17.70,18.24
166.776,2.04,-3.90,-17.70,18.24
166.797,2.04,-3.90,-17.70,18.24
166.820,2.04,-3.90,-17.70,18.24
166.840,2.04,-3.96,-17.70,18.25
166.860,2.04,-3.90,-17.70,18.24
166.880,2.04,-3.90,-17.70,18.24
166.901,1.98,-3.84,-17.70,18.22
166.923,1.98,-3.78,-17.76,18.27
166.940,1.98,-3.66,-17.76,18.24
166.960,1.98,-3.60,-17.76,18.23
166.979,1.92,-3.54,-17.82,18.27
166.999,1.92,-3.42,-17.82,18.25
167.019,1.92,-3.36,-17.82,18.24
167.040,1.92,-3.30,-17.88,18.28
167.060,1.92,-3.24,-17.88,18.27
167.077,1.92,-3.24,-17.88,18.27
167.093,1.92,-3.24,-17.88,18.27
167.112,1.92,-3.24,-17.88,18.27
167.131,1.92,-3.24,-17.88,18.27
167.148,1.92,-3.24,-17.88,18.27
167.168,1.92,-3.24,-17.88,18.27
167.189,1.92,-3.30,-17.88,18.28
167.206,1.92,-3.30,-17.88,18.28
167.223,1.92,-3.36,-17.88,18.29
167.243,1.92,-3.36,-17.88,18.29
167.260,1.92,-3.36,-17.88,18.29
167.280,1.92,-3.42,-17.88,18.31
167.301,1.92,-3.42,-17.88,18.31
167.320,1.92,-3.42,-17.88,18.31
167.340,1.98,-3.42,-17.88,18.31
167.359,1.98,-3.42,-17.88,18.31
167.376,1.98,-3.42,-17.88,18.31
167.396,1.98,-3.42,-17.88,18.31
167.416,2.04,-3.42,-17.88,18.32
167.434,2.04,-3.42,-17.88,18.32
167.454,2.04,-3.42,-17.88,18.32
167.474,2.04,-3.42,-17.88,18.32
167.493,2.04,-3.42,-17.88,18.32
167.511,2.04,-3.42,-17.88,18.32
167.529,2.04,-3.42,-17.88,18.32
167.548,2.04,-3.42,-17.88,18.32
167.568,2.04,-3.42,-17.88,18.32
167.587,2.04,-3.42,-17.88,18.32
167.606,2.04,-3.42,-17.88,18.32
167.625,2.10,-3.42,-17.88,18.32
167.643,2.10,-3.42,-17.88,18.32
167.660,2.04,-3.42,-17.88,18.32
167.680,1.98,-3.42,-17.88,18.31
167.698,1.98,-3.42,-17.88,18.31
167.715,1.86,-3.42,-17.94,18.36
167.733,1.80,-3.42,-17.94,18.35
167.753,1.68,-3.42,-17.94,18.34
167.773,1.62,-3.42,-17.94,18.33
167.792,1.56,-3.42,-18.00,18.39
167.809,1.50,-3.42,-17.94,18.32
167.827,1.44,-3.48,-17.94,18.33
167.847,1.38,-3.48,-17.88,18.27
167.865,1.38,-3.48,-17.82,18.21
167.885,1.38,-3.48,-17.82,18.21
167.903,1.38,-3.54,-17.76,18.16
167.923,1.38,-3.54,-17.76,18.16
167.944,1.38,-3.60,-17.70,18.12
167.963,1.44,-3.66,-17.70,18.13
167.980,1.44,-3.66,-17.70,18.13
168.000,1.50,-3.66,-17.70,18.14
168.019,1.50,-3.72,-17.70,18.15
168.040,1.50,-3.78,-17.70,18.16
168.061,1.56,-3.84,-17.70,18.18
168.081,1.56,-3.90,-17.70,18.19
168.102,1.62,-3.90,-17.70,18.20
168.124,1.62,-3.96,-17.70,18.21
168.143,1.62,-4.02,-17.70,18.22
168.166,1.62,-4.08,-17.70,18.24
168.186,1.62,-4.02,-17.70,18.22
168.206,1.62,-4.02,-17.64,18.16
168.224,1.62,-3.96,-17.64,18.15
168.244,1.62,-3.90,-17.64,18.14
168.264,1.62,-3.84,-17.64,18.13
168.285,1.62,-3.78,-17.64,18.11
168.303,1.68,-3.66,-17.64,18.09
168.321,1.68,-3.60,-17.64,18.08
168.338,1.68,-3.54,-17.64,18.07
168.359,1.74,-3.54,-17.70,18.13
168.376,1.74,-3.48,-17.70,18.12
168.393,1.74,-3.48,-17.70,18.12
168.411,1.74,-3.42,-17.70,18.11
168.428,1.74,-3.42,-17.70,18.11
168.449,1.74,-3.42,-17.70,18.11
168.466,1.74,-3.42,-17.70,18.11
168.482,1.74,-3.42,-17.70,18.11
168.504,1.74,-3.42,-17.70,18.11
168.525,1.74,-3.42,-17.70,18.11
168.545,1.80,-3.42,-17.70,18.12
168.565,1.80,-3.42,-17.70,18.12
168.586,1.86,-3.42,-17.70,18.12
