time,Bx,By,Bz,BT
2.753,1.80,-3.48,-14.04,14.58
2.779,1.92,-3.48,-14.04,14.59
2.780,1.92,-3.48,-13.98,14.53
2.800,1.92,-3.54,-13.98,14.55
2.821,1.92,-3.54,-13.98,14.55
2.864,1.98,-3.60,-13.98,14.57
2.865,1.98,-3.66,-13.98,14.59
2.882,2.04,-3.66,-14.04,14.65
2.900,2.10,-3.72,-14.04,14.68
2.920,2.10,-3.72,-14.04,14.68
2.956,2.16,-3.72,-14.10,14.74
2.966,2.16,-3.72,-14.10,14.74
2.987,2.22,-3.72,-14.16,14.81
3.007,2.28,-3.72,-14.22,14.87
3.028,2.34,-3.72,-14.22,14.88
3.048,2.34,-3.66,-14.28,14.93
3.084,2.34,-3.60,-14.34,14.97
3.099,2.40,-3.54,-14.40,15.02
3.113,2.40,-3.48,-14.40,15.01
3.133,2.46,-3.42,-14.40,15.00
3.157,2.46,-3.36,-14.46,15.05
3.181,2.52,-3.30,-14.52,15.10
3.197,2.58,-3.30,-14.58,15.17
3.217,2.64,-3.24,-14.58,15.17
3.237,2.70,-3.24,-14.64,15.24
3.259,2.76,-3.24,-14.64,15.25
3.278,2.76,-3.24,-14.70,15.30
3.299,2.82,-3.24,-14.82,15.43
3.319,2.88,-3.24,-14.76,15.38
3.347,2.88,-3.24,-14.76,15.38
3.365,2.88,-3.24,-14.70,15.33
3.379,2.88,-3.24,-14.70,15.33
3.400,2.88,-3.24,-14.70,15.33
3.420,2.88,-3.24,-14.64,15.27
3.454,2.88,-3.24,-14.64,15.27
3.461,2.88,-3.24,-14.58,15.21
3.483,2.88,-3.24,-14.58,15.21
3.504,2.82,-3.24,-14.52,15.14
3.524,2.82,-3.30,-14.52,15.15
3.546,2.82,-3.36,-14.46,15.11
3.564,2.82,-3.36,-14.40,15.05
3.589,2.76,-3.42,-14.34,15.00
3.608,2.76,-3.48,-14.28,14.95
3.629,2.76,-3.48,-14.22,14.90
3.650,2.76,-3.60,-14.16,14.87
3.679,2.76,-3.66,-14.10,14.83
3.691,2.76,-3.72,-14.04,14.78
3.712,2.76,-3.72,-14.04,14.78
3.731,2.76,-3.78,-13.98,14.74
3.751,2.76,-3.84,-13.98,14.76
3.784,2.70,-3.90,-13.98,14.76
3.793,2.70,-3.90,-13.92,14.71
3.809,2.70,-3.90,-13.98,14.76
3.829,2.64,-3.90,-13.98,14.75
3.849,2.64,-3.90,-13.98,14.75
3.873,2.58,-3.90,-13.98,14.74
3.893,2.58,-3.90,-13.98,14.74
3.911,2.58,-3.90,-13.98,14.74
3.933,2.58,-3.90,-13.98,14.74
3.952,2.58,-3.90,-13.98,14.74
3.985,2.58,-3.90,-13.98,14.74
3.991,2.58,-3.90,-13.98,14.74
4.012,2.58,-3.90,-13.98,14.74
4.033,2.58,-3.90,-13.98,14.74
4.053,2.58,-3.90,-13.98,14.74
4.079,2.58,-3.90,-14.04,14.80
4.094,2.58,-3.84,-14.04,14.78
4.115,2.58,-3.72,-14.04,14.75
4.135,2.58,-3.66,-14.10,14.79
4.167,2.58,-3.60,-14.10,14.78
4.181,2.58,-3.48,-14.16,14.81
4.196,2.58,-3.36,-14.16,14.78
4.216,2.58,-3.30,-14.16,14.77
4.237,2.58,-3.24,-14.16,14.75
4.271,2.52,-3.24,-14.16,14.74
4.277,2.52,-3.24,-14.16,14.74
4.298,2.52,-3.30,-14.16,14.76
4.319,2.46,-3.30,-14.16,14.75
4.340,2.46,-3.36,-14.16,14.76
4.360,2.40,-3.36,-14.16,14.75
4.381,2.40,-3.42,-14.16,14.76
4.406,2.40,-3.42,-14.16,14.76
4.420,2.40,-3.42,-14.16,14.76
4.440,2.40,-3.42,-14.16,14.76
4.462,2.40,-3.42,-14.10,14.71
4.481,2.40,-3.42,-14.10,14.71
4.513,2.40,-3.48,-14.04,14.66
4.519,2.34,-3.48,-14.04,14.65
4.540,2.28,-3.48,-14.04,14.64
4.561,2.28,-3.48,-13.98,14.59
4.582,2.22,-3.48,-14.04,14.63
4.603,2.22,-3.48,-14.04,14.63
4.622,2.22,-3.48,-14.04,14.63
4.642,2.22,-3.48,-14.10,14.69
4.663,2.28,-3.42,-14.10,14.69
4.687,2.34,-3.42,-14.16,14.75
4.703,2.40,-3.42,-14.16,14.76
4.723,2.40,-3.42,-14.16,14.76
4.744,2.40,-3.42,-14.10,14.71
4.764,2.34,-3.42,-14.04,14.64
4.785,2.34,-3.42,-13.98,14.58
4.803,2.34,-3.42,-13.92,14.52
4.823,2.28,-3.42,-13.86,14.46
4.844,2.28,-3.42,-13.80,14.40
4.864,2.22,-3.42,-13.74,14.33
4.890,2.28,-3.42,-13.68,14.28
4.904,2.28,-3.42,-13.62,14.23
4.925,2.34,-3.42,-13.62,14.24
4.947,2.34,-3.42,-13.56,14.18
4.968,2.34,-3.42,-13.56,14.18
4.994,2.40,-3.42,-13.50,14.13
5.008,2.40,-3.42,-13.50,14.13
5.029,2.40,-3.42,-13.50,14.13
5.048,2.40,-3.48,-13.50,14.15
5.068,2.40,-3.48,-13.50,14.15
5.092,2.40,-3.48,-13.50,14.15
5.111,2.40,-3.48,-13.50,14.15
5.131,2.40,-3.54,-13.50,14.16
5.151,2.40,-3.54,-13.50,14.16
5.171,2.40,-3.60,-13.50,14.18
5.196,2.40,-3.66,-13.50,14.19
5.215,2.40,-3.66,-13.50,14.19
5.234,2.40,-3.66,-13.50,14.19
5.255,2.40,-3.72,-13.56,14.26
5.285,2.40,-3.72,-13.68,14.38
5.298,2.40,-3.72,-13.86,14.55
5.314,2.40,-3.72,-13.98,14.66
5.333,2.40,-3.72,-14.10,14.78
5.353,2.40,-3.72,-14.22,14.89
5.374,2.40,-3.72,-14.28,14.95
5.413,2.40,-3.72,-14.40,15.07
5.415,2.40,-3.72,-14.46,15.12
5.434,2.40,-3.72,-14.52,15.18
5.453,2.40,-3.72,-14.46,15.12
5.481,2.40,-3.72,-14.46,15.12
5.494,2.40,-3.72,-14.40,15.07
5.514,2.40,-3.78,-14.40,15.08
5.535,2.40,-3.78,-14.34,15.02
5.555,2.34,-3.84,-14.28,14.97
5.582,2.34,-3.84,-14.28,14.97
5.610,2.34,-3.84,-14.22,14.91
5.615,2.28,-3.90,-14.16,14.86
5.634,2.28,-3.90,-14.16,14.86
5.655,2.28,-3.96,-14.16,14.88
5.684,2.28,-4.02,-14.16,14.90
5.707,2.28,-4.02,-14.16,14.90
5.714,2.28,-4.02,-14.16,14.90
5.732,2.28,-4.08,-14.16,14.91
5.752,2.28,-4.08,-14.16,14.91
5.785,2.28,-4.08,-14.16,14.91
5.801,2.28,-4.02,-14.16,14.90
5.817,2.22,-3.96,-14.16,14.87
5.837,2.28,-3.90,-14.16,14.86
5.857,2.28,-3.78,-14.16,14.83
5.880,2.34,-3.66,-14.16,14.81
5.908,2.34,-3.54,-14.22,14.84
5.924,2.34,-3.48,-14.22,14.83
5.947,2.40,-3.36,-14.22,14.81
5.964,2.40,-3.30,-14.22,14.79
5.983,2.40,-3.30,-14.28,14.85
6.005,2.40,-3.30,-14.28,14.85
6.026,2.34,-3.36,-14.28,14.86
6.045,2.28,-3.42,-14.40,14.98
6.066,2.22,-3.48,-14.46,15.04
6.086,2.10,-3.48,-14.52,15.08
6.111,2.04,-3.54,-14.64,15.20
6.128,1.92,-3.54,-14.70,15.24
6.149,1.80,-3.54,-14.82,15.34
6.168,1.68,-3.54,-14.88,15.39
6.191,1.68,-3.54,-14.94,15.45
6.211,1.62,-3.54,-14.88,15.38
6.231,1.62,-3.54,-14.88,15.38
6.251,1.62,-3.54,-14.88,15.38
6.272,1.68,-3.54,-14.88,15.39
6.294,1.74,-3.54,-14.82,15.34
6.315,1.80,-3.54,-14.82,15.34
6.333,1.86,-3.54,-14.82,15.35
6.356,1.92,-3.54,-14.76,15.30
6.380,1.98,-3.54,-14.76,15.31
6.412,2.04,-3.54,-14.70,15.26
6.418,2.16,-3.42,-14.64,15.19
6.438,2.16,-3.36,-14.52,15.06
6.461,2.22,-3.30,-14.46,15.00
6.483,2.28,-3.24,-14.28,14.82
6.505,2.34,-3.18,-14.10,14.64
6.525,2.34,-3.12,-13.98,14.51
6.543,2.40,-3.06,-13.80,14.34
6.568,2.40,-3.00,-13.56,14.09
6.603,2.40,-3.06,-13.44,13.99
6.610,2.46,-3.06,-13.32,13.89
6.629,2.46,-3.12,-13.20,13.78
6.649,2.52,-3.24,-13.08,13.71
6.669,2.58,-3.30,-13.02,13.68
6.702,2.58,-3.36,-12.90,13.58
6.707,2.64,-3.48,-12.90,13.62
6.727,2.70,-3.54,-12.90,13.65
6.747,2.76,-3.60,-12.84,13.62
6.768,2.76,-3.72,-12.84,13.65
6.788,2.76,-3.78,-12.90,13.72
6.810,2.76,-3.72,-12.96,13.76
6.830,2.76,-3.72,-13.08,13.88
6.850,2.76,-3.72,-13.14,13.93
6.871,2.82,-3.66,-13.20,13.99
6.892,2.82,-3.66,-13.26,14.04
6.923,2.82,-3.60,-13.32,14.08
6.932,2.82,-3.54,-13.38,14.12
6.953,2.88,-3.54,-13.38,14.14
6.973,2.88,-3.48,-13.32,14.07
6.995,2.94,-3.42,-13.32,14.06
7.018,3.00,-3.42,-13.32,14.08
7.033,3.06,-3.42,-13.32,14.09
7.054,3.18,-3.48,-13.32,14.13
7.074,3.24,-3.48,-13.32,14.14
7.094,3.36,-3.48,-13.32,14.17
7.114,3.48,-3.54,-13.32,14.21
7.139,3.60,-3.54,-13.32,14.24
7.160,3.66,-3.66,-13.32,14.29
7.180,3.72,-3.78,-13.32,14.34
7.200,3.72,-3.90,-13.32,14.37
7.222,3.84,-4.02,-13.32,14.43
7.242,3.96,-4.08,-13.26,14.43
7.262,4.20,-4.20,-13.26,14.53
7.280,4.68,-4.32,-13.26,14.71
7.300,5.28,-4.38,-13.26,14.93
7.324,5.88,-4.44,-13.20,15.12
7.341,6.42,-4.44,-13.20,15.34
7.361,7.02,-4.44,-13.14,15.55
7.382,7.56,-4.38,-13.08,15.73
7.402,7.98,-4.38,-13.02,15.89
7.425,8.34,-4.32,-12.96,16.01
7.443,8.46,-4.26,-12.84,15.96
7.463,8.46,-4.20,-12.66,15.80
7.484,8.52,-4.20,-12.42,15.64
7.507,8.58,-4.14,-12.18,15.46
7.536,8.64,-4.08,-11.94,15.29
7.547,8.70,-4.08,-11.70,15.14
7.566,8.76,-4.08,-11.46,14.99
7.584,8.82,-4.08,-11.22,14.84
7.603,8.88,-4.14,-11.10,14.81
7.624,8.88,-4.14,-10.98,14.72
7.648,8.94,-4.20,-10.98,14.77
7.667,8.94,-4.20,-10.92,14.72
7.687,8.88,-4.20,-10.92,14.69
7.717,8.88,-4.26,-10.92,14.71
7.728,8.82,-4.26,-10.92,14.67
7.748,8.82,-4.26,-10.92,14.67
7.768,8.82,-4.26,-10.92,14.67
7.791,8.82,-4.26,-10.92,14.67
7.813,8.82,-4.26,-10.92,14.67
7.843,8.82,-4.32,-10.92,14.69
7.875,8.82,-4.32,-10.92,14.69
7.876,8.82,-4.38,-10.98,14.75
7.894,8.82,-4.44,-10.98,14.77
7.913,8.82,-4.44,-10.98,14.77
7.937,8.82,-4.50,-11.04,14.83
7.958,8.88,-4.56,-11.04,14.88
7.977,8.94,-4.62,-11.10,14.98
7.999,9.06,-4.62,-11.04,15.01
8.023,9.18,-4.68,-10.86,14.97
8.038,9.36,-4.80,-10.62,14.95
8.059,9.60,-4.98,-10.26,14.91
8.080,9.72,-5.22,-9.90,14.82
8.100,9.96,-5.52,-9.54,14.86
8.125,10.20,-5.94,-9.00,14.84
8.145,10.44,-6.36,-8.28,14.76
8.166,10.74,-6.84,-7.44,14.75
8.188,11.04,-7.20,-6.60,14.74
8.218,11.28,-7.62,-5.58,14.71
8.235,11.46,-7.92,-4.44,14.62
8.249,11.70,-8.22,-2.82,14.57
8.269,11.88,-8.52,-1.08,14.66
8.289,12.00,-8.94,0.90,14.99
8.313,12.00,-9.30,2.70,15.42
8.339,11.94,-9.60,4.44,15.95
8.358,11.64,-9.96,6.00,16.45
8.377,11.22,-10.38,7.38,16.97
8.396,10.62,-10.86,8.52,17.42
8.416,10.02,-11.28,9.24,17.69
8.439,9.48,-11.64,9.78,17.92
8.462,8.88,-11.76,9.96,17.79
8.481,8.28,-11.88,10.08,17.64
8.500,7.68,-12.12,10.14,17.57
8.520,7.20,-12.30,10.20,17.53
8.546,6.90,-12.42,10.26,17.53
8.564,6.78,-12.42,10.26,17.48
8.584,6.72,-12.48,10.26,17.50
8.605,6.60,-12.54,10.26,17.50
8.627,6.48,-12.60,10.26,17.49
8.647,6.42,-12.72,10.26,17.56
8.668,6.36,-12.84,10.26,17.62
8.689,6.36,-12.96,10.26,17.71
8.713,6.36,-13.14,10.20,17.81
8.730,6.30,-13.38,10.20,17.97
8.764,6.18,-13.62,10.20,18.10
8.772,5.94,-13.86,10.20,18.21
8.792,5.76,-14.10,10.14,18.30
8.812,5.52,-14.22,10.14,18.32
8.839,5.16,-14.40,10.20,18.39
8.852,4.74,-14.52,10.26,18.40
8.873,4.38,-14.58,10.26,18.36
8.893,3.96,-14.58,10.32,18.30
8.918,3.66,-14.58,10.38,18.27
8.934,3.42,-14.58,10.44,18.26
8.964,3.24,-14.58,10.56,18.29
8.981,3.06,-14.58,10.68,18.33
8.996,2.94,-14.52,10.74,18.30
9.015,2.94,-14.52,10.80,18.33
9.040,2.94,-14.52,10.86,18.37
9.059,2.88,-14.46,10.86,18.31
9.078,2.82,-14.46,10.92,18.34
9.097,2.76,-14.40,10.92,18.28
9.117,2.76,-14.40,10.92,18.28
9.140,2.76,-14.40,10.92,18.28
9.160,2.76,-14.40,10.92,18.28
9.180,2.70,-14.40,10.92,18.27
9.200,2.70,-14.40,10.92,18.27
9.221,2.76,-14.40,10.92,18.28
9.243,2.76,-14.40,10.92,18.28
9.261,2.76,-14.40,10.92,18.28
9.279,2.70,-14.34,10.92,18.23
9.300,2.70,-14.34,10.92,18.23
9.320,2.70,-14.34,10.92,18.23
9.341,2.64,-14.22,10.92,18.12
9.361,2.58,-14.16,10.92,18.07
9.382,2.58,-14.04,10.92,17.97
9.402,2.58,-13.98,10.92,17.93
9.439,2.52,-13.92,10.92,17.87
9.443,2.52,-13.86,10.92,17.82
9.463,2.52,-13.80,10.92,17.78
9.487,2.46,-13.68,10.92,17.68
9.502,2.46,-13.62,10.92,17.63
9.531,2.46,-13.62,10.92,17.63
9.551,2.46,-13.62,10.92,17.63
9.561,2.58,-13.56,10.92,17.60
9.591,2.70,-13.50,10.92,17.57
9.601,2.94,-13.32,10.92,17.47
9.633,3.12,-13.14,10.92,17.37
9.648,3.48,-12.84,10.98,17.25
9.661,3.72,-12.36,10.98,16.95
9.680,4.02,-11.94,11.04,16.75
9.707,4.32,-11.46,11.04,16.49
9.720,4.50,-11.04,11.04,16.25
9.751,4.62,-10.62,11.10,16.04
9.766,4.74,-10.26,11.10,15.84
9.781,4.92,-9.96,11.10,15.70
9.800,4.92,-9.78,11.10,15.59
9.820,5.10,-9.72,11.10,15.61
9.843,5.22,-9.66,11.10,15.61
9.862,5.40,-9.66,11.10,15.67
9.881,5.58,-9.66,11.04,15.70
9.904,5.76,-9.60,11.04,15.72
9.922,5.94,-9.54,11.04,15.75
9.942,6.12,-9.42,10.92,15.67
9.963,6.48,-9.36,10.86,15.73
9.983,6.72,-9.24,10.74,15.68
10.003,7.02,-9.12,10.68,15.70
10.033,7.26,-8.88,10.62,15.63
10.043,7.44,-8.70,10.56,15.57
10.064,7.62,-8.46,10.44,15.45
10.084,7.74,-8.28,10.32,15.33
10.106,7.86,-8.10,10.20,15.21
10.133,7.80,-7.98,10.08,15.04
10.147,7.80,-7.86,9.90,14.85
10.172,7.74,-7.74,9.72,14.64
10.185,7.74,-7.74,9.60,14.56
10.207,7.74,-7.68,9.48,14.45
10.230,7.68,-7.68,9.42,14.38
10.249,7.68,-7.68,9.30,14.30
10.273,7.62,-7.68,9.30,14.27
10.288,7.62,-7.68,9.42,14.35
10.308,7.56,-7.68,9.54,14.39
10.329,7.56,-7.68,9.66,14.47
10.356,7.50,-7.68,9.78,14.52
10.369,7.44,-7.74,9.84,14.56
10.391,7.44,-7.74,9.96,14.64
10.412,7.38,-7.80,10.08,14.73
10.431,7.38,-7.80,10.14,14.77
10.455,7.32,-7.80,10.20,14.78
10.470,7.38,-7.86,10.14,14.80
10.490,7.38,-7.86,10.14,14.80
10.511,7.44,-7.86,10.14,14.83
10.532,7.56,-7.86,10.14,14.89
10.553,7.62,-7.86,10.14,14.92
10.577,7.68,-7.86,10.08,14.91
10.595,7.74,-7.86,9.96,14.86
10.616,7.80,-7.86,9.84,14.81
10.642,7.80,-7.86,9.72,14.73
10.661,7.80,-7.86,9.54,14.62
10.682,7.80,-7.86,9.42,14.54
10.702,7.80,-7.86,9.30,14.46
10.723,7.80,-7.86,9.24,14.42
10.745,7.80,-7.86,9.12,14.35
10.764,7.80,-7.86,9.18,14.38
10.783,7.80,-7.86,9.24,14.42
10.803,7.80,-7.86,9.30,14.46
10.832,7.80,-7.86,9.30,14.46
10.852,7.80,-7.86,9.36,14.50
10.864,7.80,-7.86,9.42,14.54
10.884,7.68,-7.92,9.48,14.55
10.906,7.62,-7.92,9.48,14.51
10.926,7.50,-7.98,9.48,14.48
10.947,7.38,-7.98,9.48,14.42
10.977,7.32,-8.04,9.48,14.43
10.986,7.20,-8.04,9.48,14.36
11.007,7.08,-8.10,9.48,14.34
11.029,7.02,-8.22,9.48,14.38
11.048,7.02,-8.28,9.48,14.41
11.073,7.02,-8.34,9.48,14.45
11.093,6.96,-8.40,9.48,14.45
11.110,6.96,-8.52,9.48,14.52
11.131,6.84,-8.64,9.42,14.50
11.158,6.66,-8.76,9.36,14.45
11.170,6.54,-8.88,9.30,14.43
11.191,6.36,-9.00,9.12,14.30
11.212,6.24,-9.12,8.94,14.21
11.232,6.06,-9.24,8.76,14.10
11.255,5.94,-9.30,8.64,14.02
11.274,5.76,-9.36,8.46,13.87
11.296,5.76,-9.42,8.28,13.80
11.316,5.76,-9.48,8.16,13.77
11.336,5.76,-9.54,8.10,13.78
11.357,5.76,-9.60,8.04,13.78
11.382,5.76,-9.72,8.04,13.87
11.401,5.76,-9.96,8.04,14.04
11.422,5.76,-10.20,8.04,14.21
11.446,5.82,-10.56,8.10,14.53
11.462,5.88,-10.80,8.10,14.72
11.502,5.94,-11.16,8.10,15.01
11.503,5.94,-11.46,8.10,15.24
11.520,6.00,-11.82,8.16,15.57
11.554,6.00,-12.00,8.16,15.70
11.560,6.00,-12.18,8.22,15.87
11.580,6.06,-12.24,8.28,15.97
11.600,6.00,-12.30,8.40,16.06
11.621,6.00,-12.36,8.46,16.14
11.652,6.06,-12.42,8.64,16.30
11.668,6.06,-12.42,8.76,16.36
11.684,6.12,-12.42,8.82,16.42
11.706,6.18,-12.42,8.94,16.50
11.725,6.30,-12.48,9.00,16.63
11.743,6.66,-12.48,9.06,16.80
11.781,7.08,-12.48,9.06,16.97
11.793,7.50,-12.48,9.00,17.12
11.803,8.10,-12.48,8.94,17.36
11.824,8.76,-12.48,8.88,17.64
11.851,9.48,-12.48,8.82,17.98
11.874,10.20,-12.48,8.64,18.29
11.885,10.86,-12.42,8.40,18.51
11.907,11.46,-12.42,7.74,18.59
11.926,12.00,-12.36,6.90,18.56
11.954,12.48,-12.30,5.94,18.50
11.966,12.78,-12.18,4.92,18.33
11.986,13.02,-12.06,3.48,18.09
12.006,13.26,-11.82,2.04,17.88
12.029,13.44,-11.58,0.36,17.74
12.048,13.50,-11.34,-1.38,17.68
12.073,13.38,-10.86,-2.88,17.47
12.088,13.14,-10.32,-4.26,17.24
12.108,12.84,-9.78,-5.52,17.06
12.129,12.42,-9.18,-6.72,16.84
12.153,11.82,-8.58,-7.56,16.45
12.170,11.22,-8.04,-8.34,16.13
12.191,10.50,-7.56,-8.82,15.66
12.212,9.72,-6.96,-9.18,15.07
12.232,9.06,-6.60,-9.48,14.68
12.258,8.40,-6.30,-9.72,14.31
12.276,7.80,-6.00,-10.08,14.09
12.294,7.20,-5.70,-10.44,13.90
12.316,6.78,-5.46,-10.86,13.92
12.336,6.36,-5.28,-11.22,13.94
12.357,6.06,-5.16,-11.52,14.00
12.380,5.76,-5.10,-11.88,14.15
12.398,5.40,-4.98,-12.12,14.17
12.418,4.98,-4.86,-12.36,14.18
12.452,4.68,-4.74,-12.48,14.15
12.476,4.44,-4.56,-12.54,14.06
12.484,4.20,-4.38,-12.66,14.04
12.505,4.02,-4.14,-12.78,14.02
12.525,3.78,-3.84,-12.96,14.04
12.547,3.60,-3.48,-13.14,14.06
12.570,3.54,-3.18,-13.26,14.09
12.592,3.54,-2.88,-13.38,14.14
12.610,3.48,-2.64,-13.50,14.19
12.628,3.48,-2.46,-13.62,14.27
12.651,3.42,-2.22,-13.74,14.33
12.678,3.42,-2.16,-13.80,14.38
12.696,3.42,-2.10,-13.80,14.37
12.713,3.36,-2.16,-13.80,14.37
12.731,3.24,-2.22,-13.80,14.35
12.751,3.06,-2.34,-13.80,14.33
12.776,2.82,-2.52,-13.80,14.31
12.798,2.64,-2.70,-13.80,14.31
12.818,2.40,-2.88,-13.80,14.30
12.855,2.10,-3.06,-13.86,14.35
12.863,1.92,-3.30,-13.86,14.38
12.880,1.68,-3.42,-13.86,14.37
12.900,1.56,-3.60,-13.92,14.46
12.920,1.50,-3.72,-13.92,14.49
12.950,1.50,-3.72,-13.98,14.54
12.970,1.50,-3.84,-13.98,14.58
12.982,1.50,-3.90,-14.04,14.65
13.001,1.56,-3.90,-14.04,14.65
13.022,1.56,-3.90,-14.04,14.65
13.053,1.62,-3.90,-14.10,14.72
13.068,1.68,-3.90,-14.10,14.73
13.081,1.74,-3.84,-14.16,14.77
13.101,1.74,-3.84,-14.16,14.77
13.121,1.74,-3.84,-14.16,14.77
13.150,1.74,-3.78,-14.16,14.76
13.163,1.74,-3.78,-14.16,14.76
13.181,1.80,-3.72,-14.16,14.75
13.202,1.80,-3.72,-14.16,14.75
13.223,1.86,-3.72,-14.16,14.76
13.243,1.86,-3.72,-14.16,14.76
