time,Bx,By,Bz,BT
2.072,16.50,-2.52,-0.06,16.69
2.098,16.50,-2.52,-0.18,16.69
2.115,16.50,-2.52,-0.36,16.70
2.136,16.50,-2.52,-0.48,16.70
2.170,16.50,-2.52,-0.66,16.70
2.184,16.50,-2.52,-0.66,16.70
2.202,16.50,-2.52,-0.66,16.70
2.223,16.50,-2.52,-0.60,16.70
2.244,16.50,-2.52,-0.60,16.70
2.268,16.50,-2.52,-0.54,16.70
2.284,16.50,-2.52,-0.48,16.70
2.305,16.50,-2.52,-0.48,16.70
2.347,16.50,-2.52,-0.42,16.70
2.348,16.50,-2.52,-0.42,16.70
2.366,16.50,-2.52,-0.42,16.70
2.386,16.50,-2.52,-0.42,16.70
2.406,16.50,-2.52,-0.42,16.70
2.427,16.50,-2.52,-0.42,16.70
2.446,16.50,-2.52,-0.42,16.70
2.466,16.50,-2.52,-0.42,16.70
2.486,16.50,-2.52,-0.42,16.70
2.506,16.50,-2.52,-0.42,16.70
2.543,16.50,-2.52,-0.42,16.70
2.551,16.50,-2.52,-0.42,16.70
2.569,16.44,-2.52,-0.42,16.64
2.590,16.32,-2.52,-0.42,16.52
2.611,16.26,-2.52,-0.42,16.46
2.645,16.20,-2.52,-0.42,16.40
2.661,16.08,-2.52,-0.42,16.28
2.669,16.02,-2.52,-0.42,16.22
2.688,15.90,-2.52,-0.42,16.10
2.709,15.84,-2.52,-0.42,16.04
2.729,15.90,-2.52,-0.42,16.10
2.756,15.90,-2.52,-0.36,16.10
2.770,15.96,-2.52,-0.36,16.16
2.791,15.96,-2.52,-0.30,16.16
2.812,16.02,-2.52,-0.30,16.22
2.831,16.08,-2.46,-0.30,16.27
2.861,16.14,-2.40,-0.24,16.32
2.872,16.14,-2.40,-0.24,16.32
2.894,16.20,-2.34,-0.24,16.37
2.913,16.20,-2.28,-0.24,16.36
2.935,16.20,-2.28,-0.24,16.36
2.959,16.20,-2.28,-0.24,16.36
2.973,16.20,-2.22,-0.24,16.35
2.993,16.20,-2.22,-0.24,16.35
3.015,16.20,-2.22,-0.24,16.35
3.040,16.20,-2.22,-0.24,16.35
3.056,16.20,-2.22,-0.24,16.35
3.077,16.20,-2.22,-0.24,16.35
3.099,16.20,-2.22,-0.24,16.35
3.117,16.20,-2.22,-0.24,16.35
3.143,16.20,-2.22,-0.24,16.35
3.167,16.20,-2.22,-0.24,16.35
3.181,16.20,-2.22,-0.24,16.35
3.202,16.20,-2.22,-0.24,16.35
3.221,16.20,-2.28,-0.24,16.36
3.246,16.20,-2.28,-0.24,16.36
3.262,16.20,-2.28,-0.24,16.36
3.282,16.20,-2.28,-0.24,16.36
3.303,16.20,-2.28,-0.24,16.36
3.323,16.20,-2.28,-0.30,16.36
3.343,16.20,-2.28,-0.30,16.36
3.363,16.20,-2.28,-0.36,16.36
3.384,16.20,-2.22,-0.36,16.36
3.404,16.20,-2.22,-0.36,16.36
3.427,16.20,-2.22,-0.42,16.36
3.446,16.14,-2.22,-0.42,16.30
3.465,16.14,-2.22,-0.42,16.30
3.484,16.08,-2.22,-0.42,16.24
3.503,16.02,-2.22,-0.42,16.18
3.523,15.96,-2.22,-0.42,16.12
3.543,15.96,-2.28,-0.42,16.13
3.563,15.90,-2.28,-0.42,16.07
3.584,15.90,-2.28,-0.42,16.07
3.605,15.84,-2.34,-0.42,16.02
3.625,15.84,-2.34,-0.42,16.02
3.650,15.84,-2.34,-0.42,16.02
3.667,15.84,-2.34,-0.42,16.02
3.688,15.84,-2.34,-0.42,16.02
3.709,15.84,-2.34,-0.42,16.02
3.734,15.84,-2.34,-0.42,16.02
3.752,15.84,-2.34,-0.42,16.02
3.775,15.84,-2.34,-0.42,16.02
3.795,15.84,-2.34,-0.42,16.02
3.813,15.90,-2.34,-0.42,16.08
3.852,15.90,-2.34,-0.42,16.08
3.853,15.96,-2.34,-0.42,16.14
3.876,15.96,-2.34,-0.42,16.14
3.895,15.96,-2.34,-0.42,16.14
3.916,16.02,-2.34,-0.36,16.19
3.935,16.02,-2.34,-0.36,16.19
3.955,16.02,-2.34,-0.30,16.19
3.973,16.02,-2.34,-0.30,16.19
3.995,16.02,-2.34,-0.24,16.19
4.016,16.02,-2.34,-0.18,16.19
4.035,16.02,-2.34,-0.12,16.19
4.056,16.02,-2.34,-0.06,16.19
4.077,16.02,-2.34,0.00,16.19
4.099,16.02,-2.34,0.06,16.19
4.117,16.02,-2.34,0.12,16.19
4.136,16.02,-2.34,0.18,16.19
4.161,16.02,-2.34,0.24,16.19
4.178,16.02,-2.34,0.24,16.19
4.195,16.02,-2.34,0.24,16.19
4.216,16.02,-2.34,0.24,16.19
4.237,16.02,-2.34,0.24,16.19
4.265,16.02,-2.28,0.24,16.18
4.279,16.08,-2.28,0.24,16.24
4.296,16.08,-2.22,0.24,16.23
4.319,16.14,-2.16,0.24,16.29
4.340,16.14,-2.16,0.24,16.29
4.363,16.14,-2.10,0.24,16.28
4.386,16.20,-2.04,0.24,16.33
4.406,16.20,-2.04,0.24,16.33
4.436,16.20,-2.04,0.24,16.33
4.450,16.20,-2.04,0.24,16.33
4.466,16.20,-2.04,0.24,16.33
4.487,16.20,-2.04,0.24,16.33
4.508,16.20,-2.04,0.24,16.33
4.527,16.20,-2.04,0.24,16.33
4.562,16.20,-2.04,0.24,16.33
4.569,16.20,-2.04,0.18,16.33
4.590,16.20,-2.04,0.18,16.33
4.610,16.20,-2.04,0.18,16.33
4.630,16.20,-2.04,0.12,16.33
4.650,16.20,-2.10,0.12,16.34
4.673,16.20,-2.10,0.06,16.34
4.701,16.20,-2.10,0.06,16.34
4.713,16.14,-2.10,0.06,16.28
4.732,16.14,-2.10,0.06,16.28
4.759,16.08,-2.10,0.06,16.22
4.773,16.02,-2.10,0.06,16.16
4.793,15.90,-2.10,0.06,16.04
4.813,15.78,-2.04,0.06,15.91
4.835,15.66,-2.04,0.00,15.79
4.860,15.60,-2.04,0.00,15.73
4.886,15.54,-2.04,-0.06,15.67
4.903,15.48,-1.98,-0.12,15.61
4.921,15.42,-1.92,-0.12,15.54
4.940,15.36,-1.86,-0.18,15.47
4.961,15.48,-1.80,-0.24,15.59
4.981,15.60,-1.74,-0.24,15.70
5.001,15.72,-1.68,-0.24,15.81
5.022,15.78,-1.68,-0.24,15.87
5.060,15.84,-1.68,-0.24,15.93
5.061,15.90,-1.62,-0.24,15.98
5.081,15.96,-1.68,-0.24,16.05
5.100,16.02,-1.74,-0.24,16.12
5.121,16.02,-1.80,-0.24,16.12
5.155,16.02,-1.80,-0.24,16.12
5.172,16.02,-1.80,-0.24,16.12
5.182,16.08,-1.86,-0.24,16.19
5.202,16.14,-1.86,-0.24,16.25
5.223,16.14,-1.86,-0.24,16.25
5.255,16.20,-1.86,-0.24,16.31
5.269,16.20,-1.86,-0.24,16.31
5.284,16.20,-1.86,-0.24,16.31
5.304,16.20,-1.86,-0.24,16.31
5.325,16.20,-1.86,-0.24,16.31
5.347,16.20,-1.86,-0.24,16.31
5.366,16.20,-1.86,-0.18,16.31
5.396,16.20,-1.86,-0.18,16.31
5.407,16.20,-1.86,-0.12,16.31
5.427,16.20,-1.86,-0.12,16.31
5.447,16.20,-1.86,-0.12,16.31
5.479,16.20,-1.92,-0.06,16.31
5.487,16.20,-1.92,-0.06,16.31
5.509,16.20,-1.98,-0.06,16.32
5.532,16.20,-1.98,-0.06,16.32
5.552,16.20,-1.98,-0.06,16.32
5.576,16.20,-2.04,-0.06,16.33
5.598,16.20,-1.98,-0.06,16.32
5.613,16.20,-1.98,0.00,16.32
5.634,16.20,-1.98,0.06,16.32
5.654,16.14,-2.04,0.06,16.27
5.676,16.08,-2.04,0.12,16.21
5.697,16.02,-2.04,0.18,16.15
5.715,16.02,-2.10,0.18,16.16
5.735,15.96,-2.10,0.18,16.10
5.755,15.90,-2.16,0.18,16.05
5.776,15.84,-2.22,0.18,16.00
5.797,15.90,-2.22,0.18,16.06
5.819,15.90,-2.22,0.12,16.05
5.836,15.96,-2.22,0.06,16.11
5.860,15.96,-2.22,0.00,16.11
5.878,15.96,-2.22,0.00,16.11
5.897,16.02,-2.22,0.00,16.17
5.918,16.02,-2.28,0.00,16.18
5.938,16.02,-2.28,-0.06,16.18
5.961,16.02,-2.28,-0.06,16.18
5.981,16.02,-2.28,-0.06,16.18
6.001,16.02,-2.34,-0.12,16.19
6.022,16.02,-2.34,-0.12,16.19
6.055,16.02,-2.34,-0.12,16.19
6.064,16.02,-2.34,-0.18,16.19
6.083,16.02,-2.34,-0.18,16.19
6.101,16.02,-2.34,-0.24,16.19
6.122,16.02,-2.34,-0.24,16.19
6.142,16.08,-2.34,-0.24,16.25
6.165,16.08,-2.34,-0.24,16.25
6.189,16.14,-2.34,-0.24,16.31
6.204,16.14,-2.34,-0.24,16.31
6.222,16.14,-2.34,-0.24,16.31
6.244,16.20,-2.34,-0.24,16.37
6.275,16.20,-2.34,-0.24,16.37
6.286,16.20,-2.34,-0.24,16.37
6.306,16.20,-2.34,-0.24,16.37
6.326,16.20,-2.34,-0.24,16.37
6.355,16.20,-2.28,-0.24,16.36
6.379,16.20,-2.28,-0.30,16.36
6.398,16.20,-2.28,-0.30,16.36
6.417,16.20,-2.28,-0.30,16.36
6.437,16.20,-2.22,-0.36,16.36
6.458,16.20,-2.22,-0.36,16.36
6.478,16.26,-2.22,-0.42,16.42
6.499,16.26,-2.22,-0.42,16.42
6.519,16.26,-2.22,-0.42,16.42
6.539,16.26,-2.22,-0.42,16.42
6.576,16.26,-2.22,-0.42,16.42
6.583,16.26,-2.22,-0.42,16.42
6.603,16.26,-2.22,-0.42,16.42
6.623,16.26,-2.22,-0.42,16.42
6.643,16.20,-2.22,-0.42,16.36
6.665,16.20,-2.22,-0.42,16.36
6.703,16.20,-2.22,-0.42,16.36
6.707,16.20,-2.22,-0.42,16.36
6.728,16.20,-2.22,-0.42,16.36
6.748,16.14,-2.22,-0.42,16.30
6.784,16.14,-2.22,-0.42,16.30
6.790,16.14,-2.22,-0.42,16.30
6.810,16.08,-2.22,-0.42,16.24
6.829,16.08,-2.16,-0.36,16.23
6.849,16.02,-2.16,-0.30,16.17
6.873,16.02,-2.16,-0.24,16.17
6.890,16.02,-2.22,-0.18,16.17
6.910,16.02,-2.28,-0.12,16.18
6.935,16.02,-2.34,0.00,16.19
6.955,16.02,-2.46,0.06,16.21
6.975,16.02,-2.58,0.12,16.23
7.007,16.02,-2.70,0.18,16.25
7.017,16.02,-2.82,0.24,16.27
7.034,16.02,-2.94,0.24,16.29
7.054,16.02,-3.00,0.24,16.30
7.075,16.02,-3.06,0.24,16.31
7.099,16.02,-3.06,0.24,16.31
7.123,16.02,-3.06,0.24,16.31
7.136,16.02,-3.06,0.18,16.31
7.156,15.96,-3.06,0.18,16.25
7.194,15.96,-3.00,0.18,16.24
7.197,15.96,-3.00,0.12,16.24
7.218,15.90,-3.00,0.12,16.18
7.239,15.90,-3.00,0.06,16.18
7.256,15.84,-3.00,0.06,16.12
7.287,15.84,-3.00,0.06,16.12
7.305,15.78,-3.00,0.06,16.06
7.318,15.78,-3.06,0.06,16.07
7.338,15.78,-3.06,0.06,16.07
7.373,15.78,-3.06,0.06,16.07
7.389,15.78,-3.06,0.06,16.07
7.402,15.78,-3.06,0.06,16.07
7.423,15.84,-3.06,0.06,16.13
7.443,15.84,-3.00,0.06,16.12
7.463,15.84,-3.00,0.06,16.12
7.492,15.84,-3.00,0.06,16.12
7.502,15.84,-2.94,0.06,16.11
7.523,15.90,-2.94,0.06,16.17
7.543,15.96,-2.88,0.06,16.22
7.566,16.02,-2.88,0.06,16.28
7.588,16.02,-2.88,0.00,16.28
7.622,16.08,-2.88,0.00,16.34
7.632,16.08,-2.88,0.00,16.34
7.652,16.14,-2.82,-0.06,16.38
7.672,16.14,-2.76,-0.12,16.37
7.695,16.14,-2.70,-0.12,16.36
7.715,16.08,-2.70,-0.12,16.31
7.734,16.02,-2.64,-0.18,16.24
7.755,16.02,-2.58,-0.18,16.23
7.787,16.02,-2.52,-0.24,16.22
7.797,16.02,-2.58,-0.24,16.23
7.816,16.02,-2.64,-0.24,16.24
7.836,16.02,-2.70,-0.24,16.25
7.856,16.02,-2.76,-0.24,16.26
7.885,16.02,-2.82,-0.24,16.27
7.897,16.02,-2.88,-0.24,16.28
7.917,16.02,-3.00,-0.24,16.30
7.937,16.02,-3.06,-0.24,16.31
7.959,16.02,-3.06,-0.24,16.31
7.985,16.02,-3.06,-0.24,16.31
7.999,16.02,-3.06,-0.24,16.31
8.039,16.02,-3.06,-0.24,16.31
8.040,16.02,-3.06,-0.24,16.31
8.060,16.02,-3.00,-0.24,16.30
8.080,16.02,-2.94,-0.24,16.29
8.109,16.02,-2.88,-0.24,16.28
8.120,16.02,-2.82,-0.24,16.27
8.141,16.02,-2.76,-0.24,16.26
8.165,16.02,-2.70,-0.24,16.25
8.181,16.02,-2.64,-0.24,16.24
8.209,16.02,-2.64,-0.24,16.24
8.221,16.02,-2.58,-0.24,16.23
8.243,16.02,-2.58,-0.24,16.23
8.266,16.02,-2.52,-0.18,16.22
8.283,16.02,-2.52,-0.18,16.22
8.306,16.02,-2.52,-0.12,16.22
8.324,16.02,-2.52,-0.12,16.22
8.344,16.02,-2.52,-0.06,16.22
8.367,16.02,-2.58,-0.06,16.23
8.386,16.02,-2.58,0.00,16.23
8.408,16.08,-2.58,0.00,16.29
8.429,16.08,-2.58,0.06,16.29
8.449,16.14,-2.58,0.06,16.35
8.469,16.14,-2.58,0.06,16.35
8.492,16.14,-2.58,0.12,16.35
8.511,16.20,-2.58,0.18,16.41
8.531,16.20,-2.52,0.24,16.40
8.551,16.20,-2.52,0.30,16.40
8.570,16.20,-2.52,0.36,16.40
8.601,16.26,-2.52,0.48,16.46
8.620,16.26,-2.52,0.60,16.47
8.630,16.32,-2.52,0.78,16.53
8.653,16.38,-2.52,0.90,16.60
8.670,16.56,-2.52,0.96,16.78
8.695,16.74,-2.52,1.08,16.96
8.712,16.86,-2.52,1.20,17.09
8.732,17.04,-2.52,1.26,17.27
8.753,17.16,-2.52,1.26,17.39
8.773,17.22,-2.52,1.32,17.45
8.807,17.34,-2.52,1.32,17.57
8.814,17.46,-2.52,1.32,17.69
8.835,17.40,-2.52,1.32,17.63
8.855,17.34,-2.52,1.32,17.57
8.888,17.34,-2.52,1.26,17.57
8.907,17.28,-2.52,1.20,17.50
8.923,17.28,-2.52,1.20,17.50
8.940,17.28,-2.52,1.14,17.50
8.963,17.28,-2.52,1.08,17.50
8.985,17.22,-2.52,1.08,17.44
9.006,17.22,-2.52,1.02,17.43
9.020,17.22,-2.52,0.96,17.43
9.043,17.22,-2.52,0.90,17.43
9.065,17.22,-2.52,0.84,17.42
9.085,17.22,-2.52,0.78,17.42
9.107,17.16,-2.52,0.72,17.36
9.121,17.04,-2.52,0.72,17.24
9.142,16.98,-2.52,0.66,17.18
9.162,16.86,-2.52,0.60,17.06
9.183,16.68,-2.52,0.60,16.88
9.215,16.56,-2.52,0.60,16.76
9.224,16.44,-2.52,0.60,16.64
9.244,16.32,-2.52,0.60,16.52
9.268,16.20,-2.52,0.60,16.41
9.286,16.20,-2.52,0.60,16.41
9.311,16.14,-2.58,0.66,16.36
9.330,16.08,-2.58,0.66,16.30
9.347,16.08,-2.58,0.66,16.30
9.367,16.02,-2.58,0.66,16.24
9.387,16.02,-2.58,0.66,16.24
9.412,16.02,-2.58,0.66,16.24
9.432,16.02,-2.58,0.66,16.24
9.453,16.02,-2.58,0.72,16.24
9.473,16.02,-2.52,0.72,16.23
9.509,16.02,-2.52,0.72,16.23
9.514,16.02,-2.52,0.72,16.23
9.535,16.02,-2.52,0.72,16.23
9.552,16.08,-2.52,0.72,16.29
9.573,16.08,-2.52,0.72,16.29
9.604,16.14,-2.52,0.72,16.35
9.619,16.26,-2.52,0.72,16.47
9.635,16.32,-2.52,0.72,16.53
9.655,16.44,-2.52,0.72,16.65
9.676,16.56,-2.52,0.72,16.77
9.716,16.68,-2.52,0.72,16.88
9.719,16.80,-2.52,0.72,17.00
9.743,16.86,-2.52,0.72,17.06
9.764,16.92,-2.52,0.72,17.12
9.781,16.92,-2.52,0.72,17.12
9.800,16.92,-2.52,0.72,17.12
9.825,16.92,-2.52,0.72,17.12
9.841,16.92,-2.52,0.72,17.12
9.862,16.92,-2.52,0.72,17.12
9.882,16.80,-2.46,0.72,16.99
9.901,16.74,-2.46,0.72,16.94
9.926,16.62,-2.46,0.72,16.82
9.948,16.50,-2.40,0.72,16.69
9.964,16.38,-2.34,0.72,16.56
9.983,16.26,-2.34,0.72,16.44
10.015,16.08,-2.28,0.72,16.26
10.023,15.96,-2.28,0.72,16.14
10.043,15.90,-2.28,0.72,16.08
10.067,15.90,-2.28,0.66,16.08
10.104,15.90,-2.22,0.60,16.07
10.122,16.02,-2.28,0.54,16.19
10.134,16.08,-2.34,0.54,16.26
10.154,16.14,-2.40,0.48,16.32
10.175,16.26,-2.46,0.48,16.45
10.199,16.44,-2.52,0.48,16.64
10.224,16.62,-2.58,0.54,16.83
10.238,16.80,-2.64,0.66,17.02
10.260,16.98,-2.70,0.78,17.21
10.282,17.10,-2.70,0.84,17.33
10.302,17.16,-2.76,0.90,17.40
10.323,17.28,-2.70,0.90,17.51
10.343,17.34,-2.70,0.96,17.58
10.363,17.34,-2.70,1.02,17.58
10.383,17.34,-2.70,0.96,17.58
10.404,17.28,-2.70,0.96,17.52
10.430,17.16,-2.70,0.90,17.39
10.445,16.98,-2.70,0.96,17.22
10.466,16.86,-2.70,0.96,17.10
10.493,16.74,-2.70,1.02,16.99
10.506,16.62,-2.70,1.08,16.87
10.526,16.44,-2.70,1.14,16.70
10.547,16.32,-2.70,1.20,16.59
10.567,16.26,-2.70,1.32,16.54
10.587,16.20,-2.70,1.38,16.48
10.607,16.26,-2.70,1.44,16.55
10.627,16.20,-2.64,1.50,16.48
10.648,16.20,-2.64,1.56,16.49
10.669,16.20,-2.58,1.56,16.48
10.691,16.20,-2.52,1.56,16.47
10.721,16.20,-2.46,1.50,16.45
10.736,16.20,-2.40,1.44,16.44
10.751,16.20,-2.34,1.32,16.42
10.773,16.20,-2.34,1.26,16.42
10.793,16.20,-2.28,1.14,16.40
10.816,16.20,-2.28,1.02,16.39
10.842,16.20,-2.34,0.96,16.40
10.856,16.20,-2.40,0.84,16.40
10.877,16.20,-2.40,0.84,16.40
10.897,16.20,-2.46,0.78,16.40
10.916,16.20,-2.52,0.78,16.41
10.942,16.20,-2.52,0.72,16.41
10.965,16.20,-2.58,0.72,16.42
10.980,16.20,-2.58,0.72,16.42
11.001,16.20,-2.58,0.72,16.42
11.025,16.20,-2.52,0.72,16.41
11.041,16.20,-2.52,0.66,16.41
11.062,16.20,-2.52,0.66,16.41
11.084,16.20,-2.52,0.66,16.41
11.102,16.20,-2.46,0.66,16.40
11.126,16.20,-2.46,0.60,16.40
11.145,16.20,-2.46,0.54,16.39
11.163,16.20,-2.40,0.48,16.38
11.183,16.20,-2.40,0.42,16.38
11.203,16.20,-2.34,0.42,16.37
11.225,16.20,-2.34,0.36,16.37
11.245,16.20,-2.34,0.30,16.37
11.267,16.20,-2.34,0.24,16.37
11.289,16.14,-2.34,0.24,16.31
11.321,16.14,-2.34,0.24,16.31
11.333,16.14,-2.34,0.24,16.31
11.354,16.08,-2.34,0.24,16.25
11.374,16.08,-2.34,0.24,16.25
11.395,16.02,-2.34,0.24,16.19
11.417,16.02,-2.34,0.24,16.19
11.435,16.02,-2.34,0.24,16.19
11.456,16.02,-2.34,0.24,16.19
11.476,16.02,-2.34,0.24,16.19
11.496,16.08,-2.34,0.24,16.25
11.517,16.08,-2.34,0.24,16.25
11.542,16.08,-2.34,0.24,16.25
11.561,16.08,-2.34,0.24,16.25
11.579,16.08,-2.34,0.24,16.25
11.600,16.08,-2.40,0.24,16.26
11.620,16.08,-2.46,0.24,16.27
11.642,16.08,-2.52,0.24,16.28
11.664,16.02,-2.52,0.24,16.22
11.683,16.02,-2.52,0.24,16.22
11.703,16.02,-2.58,0.24,16.23
11.731,16.02,-2.58,0.24,16.23
11.750,16.02,-2.64,0.30,16.24
11.765,16.02,-2.64,0.30,16.24
11.786,16.02,-2.58,0.36,16.23
11.803,16.02,-2.52,0.36,16.22
11.826,16.02,-2.52,0.36,16.22
11.849,15.96,-2.52,0.36,16.16
11.865,15.96,-2.52,0.36,16.16
11.886,15.90,-2.52,0.36,16.10
11.902,15.84,-2.52,0.36,16.04
11.926,15.78,-2.52,0.36,15.98
11.940,15.78,-2.52,0.36,15.98
11.961,15.72,-2.52,0.36,15.92
11.982,15.66,-2.52,0.36,15.87
12.002,15.66,-2.52,0.36,15.87
12.022,15.66,-2.52,0.36,15.87
12.045,15.66,-2.52,0.36,15.87
12.064,15.66,-2.52,0.36,15.87
12.083,15.66,-2.52,0.30,15.86
12.103,15.72,-2.52,0.30,15.92
12.125,15.78,-2.52,0.24,15.98
12.148,15.78,-2.52,0.24,15.98
12.166,15.84,-2.52,0.24,16.04
12.187,15.90,-2.52,0.30,16.10
12.207,15.96,-2.52,0.36,16.16
12.228,16.02,-2.52,0.42,16.22
12.249,16.08,-2.52,0.42,16.28
12.268,16.14,-2.52,0.48,16.34
12.288,16.14,-2.52,0.54,16.34
12.325,16.20,-2.52,0.60,16.41
12.329,16.26,-2.52,0.60,16.47
12.349,16.32,-2.52,0.60,16.52
12.370,16.32,-2.52,0.60,16.52
12.392,16.32,-2.52,0.60,16.52
12.415,16.38,-2.52,0.60,16.58
12.436,16.38,-2.52,0.60,16.58
12.465,16.38,-2.52,0.60,16.58
12.479,16.38,-2.58,0.60,16.59
12.499,16.38,-2.58,0.60,16.59
12.519,16.38,-2.64,0.60,16.60
12.543,16.38,-2.64,0.60,16.60
12.562,16.38,-2.64,0.60,16.60
12.579,16.38,-2.70,0.60,16.61
12.599,16.38,-2.70,0.60,16.61
12.620,16.38,-2.70,0.60,16.61
12.650,16.32,-2.70,0.60,16.55
12.663,16.32,-2.70,0.60,16.55
12.681,16.32,-2.70,0.60,16.55
12.702,16.26,-2.70,0.60,16.49
12.721,16.26,-2.70,0.60,16.49
12.745,16.20,-2.64,0.60,16.42
12.762,16.20,-2.64,0.60,16.42
12.781,16.20,-2.64,0.60,16.42
12.802,16.20,-2.58,0.60,16.42
12.822,16.20,-2.58,0.60,16.42
12.842,16.20,-2.52,0.60,16.41
12.862,16.20,-2.52,0.60,16.41
12.883,16.20,-2.52,0.60,16.41
12.903,16.20,-2.52,0.60,16.41
12.923,16.20,-2.52,0.60,16.41
12.944,16.20,-2.52,0.60,16.41
12.964,16.20,-2.52,0.60,16.41
12.985,16.20,-2.52,0.60,16.41
13.005,16.20,-2.52,0.60,16.41
13.043,16.14,-2.52,0.60,16.35
13.046,16.08,-2.52,0.60,16.29
13.065,16.02,-2.52,0.60,16.23
13.085,16.02,-2.52,0.60,16.23
13.104,15.96,-2.52,0.60,16.17
13.124,15.90,-2.52,0.60,16.11
13.144,15.90,-2.52,0.54,16.11
13.164,15.84,-2.52,0.54,16.05
13.184,15.96,-2.46,0.48,16.16
13.205,15.96,-2.46,0.42,16.15
13.242,16.02,-2.46,0.36,16.21
13.245,16.08,-2.40,0.36,16.26
13.266,16.14,-2.40,0.30,16.32
13.288,16.14,-2.34,0.24,16.31
13.306,16.20,-2.34,0.24,16.37
13.338,16.20,-2.34,0.24,16.37
13.354,16.14,-2.34,0.24,16.31
